日期,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率
2013-05-02,100.4,100.497,100.558,100.4,57509,577941920.0,0.16,0.14,0.14,25.5
2013-05-03,100.591,100.503,100.607,100.48,60392,607008560.0,0.13,0.01,0.006,26.77
2013-05-06,100.5,100.481,100.565,100.41,53761,540292224.0,0.15,-0.02,-0.022,23.83
2013-05-07,100.508,100.53,100.55,100.452,57145,574250160.0,0.1,0.05,0.049,25.33
2013-05-08,100.59,100.52,100.59,100.5,74556,749487376.0,0.09,-0.01,-0.01,33.05
2013-05-09,100.53,100.519,100.535,100.499,70533,709006672.0,0.04,0.0,-0.001,31.27
2013-05-10,100.514,100.552,100.58,100.504,84503,849431664.0,0.08,0.03,0.033,37.46
2013-05-13,100.55,100.521,100.551,100.479,54418,547000544.0,0.07,-0.03,-0.031,24.13
2013-05-14,100.533,100.513,100.533,100.5,58989,592943248.0,0.03,-0.01,-0.008,26.15
2013-05-15,100.512,100.474,100.516,100.465,71362,717178512.0,0.05,-0.04,-0.039,31.64
2013-05-16,100.474,100.351,100.489,100.35,90091,904818688.0,0.14,-0.12,-0.123,39.94
2013-05-17,100.4,100.456,100.509,100.371,70865,711980608.0,0.14,0.1,0.105,31.42
2013-05-20,100.45,100.428,100.47,100.32,73534,738450608.0,0.15,-0.03,-0.028,32.6
2013-05-21,100.409,100.35,100.435,100.3,94073,943985680.0,0.13,-0.08,-0.078,41.71
2013-05-22,100.355,100.371,100.389,100.335,86697,870085360.0,0.05,0.02,0.021,38.44
2013-05-23,100.381,100.364,100.415,100.32,97745,981124000.0,0.09,-0.01,-0.007,43.33
2013-05-24,100.371,100.38,100.403,100.369,72952,732328752.0,0.03,0.02,0.016,32.34
2013-05-27,100.389,100.484,100.5,100.389,92681,930644288.0,0.11,0.1,0.104,41.09
2013-05-28,100.49,100.49,100.58,100.462,86571,869978976.0,0.12,0.01,0.006,38.38
2013-05-29,100.501,100.485,100.51,100.452,91711,921557808.0,0.06,0.0,-0.005,40.66
2013-05-30,100.48,100.511,100.56,100.45,86999,874139808.0,0.11,0.03,0.026,38.57
2013-05-31,100.51,100.503,100.6,100.5,79605,800199296.0,0.1,-0.01,-0.008,35.29
2013-06-03,100.285,100.209,100.285,100.18,91586,917748144.0,0.1,-0.29,-0.294,40.6
2013-06-04,100.203,100.205,100.259,100.175,80708,808662784.0,0.08,0.0,-0.004,35.78
2013-06-05,100.192,100.18,100.225,100.17,116934,1171632608.0,0.05,-0.02,-0.025,51.84
2013-06-06,100.18,100.183,100.204,100.162,155120,1554174400.0,0.04,0.0,0.003,68.77
2013-06-07,100.19,100.206,100.26,100.156,160579,1608826160.0,0.1,0.02,0.023,71.19
2013-06-13,100.208,100.211,100.267,100.171,155560,1559243936.0,0.1,0.0,0.005,68.97
2013-06-14,100.22,100.17,100.26,100.161,112054,1122865504.0,0.1,-0.04,-0.041,49.68
2013-06-17,100.161,100.141,100.185,100.103,117988,1181409328.0,0.08,-0.03,-0.029,52.31
2013-06-18,100.142,100.088,100.157,100.05,114005,1141355600.0,0.11,-0.05,-0.053,50.54
2013-06-19,100.061,99.771,100.125,99.7,89283,892992208.0,0.42,-0.32,-0.317,39.58
2013-06-20,99.802,98.86,99.809,98.0,63176,624261360.0,1.81,-0.91,-0.911,28.01
2013-06-21,98.81,99.031,99.229,98.81,96271,953585952.0,0.42,0.17,0.171,42.68
2013-06-24,99.09,99.059,99.5,98.501,80438,798676048.0,1.01,0.03,0.028,35.66
2013-06-25,99.15,99.624,99.687,99.069,75957,755113760.0,0.62,0.57,0.565,33.67
2013-06-26,99.56,100.033,100.5,99.56,85533,856530544.0,0.94,0.41,0.409,37.92
2013-06-27,100.066,100.133,100.313,100.066,126224,1265402544.0,0.25,0.1,0.1,55.96
2013-06-28,100.166,100.168,100.298,100.03,108476,1087342880.0,0.27,0.03,0.035,48.09
2013-07-01,100.196,100.161,100.254,100.067,76341,764494048.0,0.19,-0.01,-0.007,33.84
2013-07-02,100.199,100.168,100.208,100.14,71865,719966768.0,0.07,0.01,0.007,31.86
2013-07-03,100.168,100.111,100.19,100.068,65937,660362128.0,0.12,-0.06,-0.057,29.23
2013-07-04,100.111,100.108,100.132,100.071,47680,477314000.0,0.06,0.0,-0.003,21.14
2013-07-05,100.137,100.168,100.19,100.101,48185,482558944.0,0.09,0.06,0.06,21.36
2013-07-08,100.171,100.205,100.228,100.171,47815,479167008.0,0.06,0.04,0.037,21.2
2013-07-09,100.22,100.075,100.22,99.931,34424,344658720.0,0.29,-0.13,-0.13,15.26
2013-07-10,100.09,100.013,100.14,100.011,49400,494366208.0,0.13,-0.06,-0.062,21.9
2013-07-11,100.008,99.439,100.03,99.301,36794,367232256.0,0.73,-0.57,-0.574,16.31
2013-07-12,99.45,99.285,99.583,99.198,42024,417817008.0,0.39,-0.15,-0.154,18.63
2013-07-15,99.286,99.387,99.404,99.236,54235,538941024.0,0.17,0.1,0.102,24.04
2013-07-16,99.385,99.33,99.385,99.235,56794,564042832.0,0.15,-0.06,-0.057,25.18
2013-07-17,99.33,99.157,99.35,99.118,45015,447019312.0,0.23,-0.17,-0.173,19.96
2013-07-18,99.15,99.145,99.229,99.013,48857,484075488.0,0.22,-0.01,-0.012,21.66
2013-07-19,99.121,99.174,99.38,99.121,42097,417713152.0,0.26,0.03,0.029,18.66
2013-07-22,99.174,99.106,99.201,99.103,48813,483899104.0,0.1,-0.07,-0.068,21.64
2013-07-23,99.115,99.114,99.14,99.08,85910,851469072.0,0.06,0.01,0.008,38.09
2013-07-24,99.119,99.003,99.13,98.932,49320,488298624.0,0.2,-0.11,-0.111,21.87
2013-07-25,98.95,98.95,99.009,98.711,65362,646433248.0,0.3,-0.05,-0.053,28.98
2013-07-26,98.988,99.019,99.55,98.987,34624,343521008.0,0.57,0.07,0.069,15.35
2013-07-29,99.05,99.08,99.258,99.045,54247,538013392.0,0.22,0.06,0.061,24.05
2013-07-30,99.08,99.195,99.69,99.08,52812,524191328.0,0.62,0.12,0.115,23.41
2013-07-31,99.245,99.382,99.41,99.21,78347,778475888.0,0.2,0.19,0.187,34.73
2013-08-01,99.401,99.481,99.5,99.38,78904,784566192.0,0.12,0.1,0.099,34.98
2013-08-02,99.55,99.28,99.6,99.262,49201,489560192.0,0.34,-0.2,-0.201,21.81
2013-08-05,99.292,99.28,99.359,99.247,82714,821387872.0,0.11,0.0,0.0,36.67
2013-08-06,99.296,99.29,99.348,99.255,83456,828779360.0,0.09,0.01,0.01,37.0
2013-08-07,99.34,98.946,99.34,98.9,52913,524407616.0,0.44,-0.35,-0.344,23.46
2013-08-08,98.996,98.79,99.01,98.703,52926,522865424.0,0.31,-0.16,-0.156,23.46
2013-08-09,98.75,98.761,98.941,98.735,63743,629802192.0,0.21,-0.03,-0.029,28.26
2013-08-12,98.76,98.64,98.838,98.601,63488,627180000.0,0.24,-0.12,-0.121,28.15
2013-08-13,98.65,98.47,98.697,98.456,62007,611201888.0,0.24,-0.17,-0.17,27.49
2013-08-14,98.47,98.201,98.508,98.191,57543,565619184.0,0.32,-0.27,-0.269,25.51
2013-08-15,98.201,98.232,98.25,97.98,55833,547741856.0,0.27,0.03,0.031,24.75
2013-08-16,98.235,98.437,98.46,98.228,56622,556579120.0,0.24,0.21,0.205,25.1
2013-08-19,98.449,98.004,98.449,97.988,45912,450422400.0,0.47,-0.44,-0.433,20.35
2013-08-20,98.004,98.047,98.099,97.72,39249,384442688.0,0.39,0.04,0.043,17.4
2013-08-21,98.034,98.081,98.225,97.9,49473,485075968.0,0.33,0.03,0.034,21.93
2013-08-22,98.088,98.002,98.15,98.0,54665,536281152.0,0.15,-0.08,-0.079,24.23
2013-08-23,98.083,98.258,98.335,98.011,39265,385522080.0,0.33,0.26,0.256,17.41
2013-08-26,98.258,98.303,98.598,98.25,43823,431194800.0,0.35,0.05,0.045,19.43
2013-08-27,98.38,98.306,99.3,98.3,61134,601096480.0,1.02,0.0,0.003,27.1
2013-08-28,98.316,97.966,98.338,97.9,51266,503348240.0,0.45,-0.35,-0.34,22.73
2013-08-29,97.972,98.015,98.32,97.97,80603,790363792.0,0.36,0.05,0.049,35.73
2013-08-30,98.05,98.137,98.14,98.021,72011,706143040.0,0.12,0.12,0.122,31.92
2013-09-02,98.09,98.124,98.221,98.08,45725,448741056.0,0.14,-0.01,-0.013,20.27
2013-09-03,98.12,98.073,98.13,97.998,69573,682341296.0,0.13,-0.05,-0.051,30.84
2013-09-04,98.073,98.014,98.1,98.012,77782,762677056.0,0.09,-0.06,-0.059,34.48
2013-09-05,98.005,97.957,98.03,97.94,93550,916373520.0,0.09,-0.06,-0.057,41.47
2013-09-06,97.967,97.905,98.039,97.9,72016,705480320.0,0.14,-0.05,-0.052,31.93
2013-09-09,97.888,97.824,97.939,97.81,40181,393365536.0,0.13,-0.08,-0.081,17.81
2013-09-10,97.831,97.737,97.85,97.73,50956,498392976.0,0.12,-0.09,-0.087,22.59
2013-09-11,97.72,97.402,97.72,97.23,17553,171084574.0,0.5,-0.34,-0.335,7.78
2013-09-12,97.28,97.351,97.585,97.28,37017,360902528.0,0.31,-0.05,-0.051,16.41
2013-09-13,97.398,97.411,97.463,97.346,48953,476841792.0,0.12,0.06,0.06,21.7
2013-09-16,97.5,97.708,97.78,97.428,48785,476260096.0,0.36,0.3,0.297,21.63
2013-09-17,97.521,97.759,97.958,97.521,63926,625113248.0,0.45,0.05,0.051,28.34
2013-09-18,97.759,97.907,97.985,97.729,49673,486219200.0,0.26,0.15,0.148,22.02
2013-09-23,97.911,97.948,98.203,97.6,79474,778777760.0,0.62,0.04,0.041,35.23
2013-09-24,97.98,97.788,97.999,97.71,93053,911298512.0,0.3,-0.16,-0.16,41.25
2013-09-25,97.82,97.887,98.009,97.6,86193,844356144.0,0.42,0.1,0.099,38.21
2013-09-26,97.85,98.129,98.279,97.85,95830,940824864.0,0.44,0.25,0.242,42.48
2013-09-27,98.1,98.091,98.185,98.05,74785,733715792.0,0.14,-0.04,-0.038,33.15
2013-09-30,98.092,98.138,98.215,98.091,52716,517348576.0,0.13,0.05,0.047,23.37
2013-10-08,98.141,98.186,98.4,98.141,42489,417261440.0,0.26,0.05,0.048,18.84
2013-10-09,98.193,98.259,98.502,97.6,33149,325337456.0,0.92,0.07,0.073,14.7
2013-10-10,98.259,98.201,98.349,98.071,23282,228611009.0,0.28,-0.06,-0.058,10.32
2013-10-11,98.28,98.187,98.31,98.12,25213,247559929.0,0.19,-0.01,-0.014,11.18
2013-10-14,98.187,98.005,98.187,97.9,36849,361258928.0,0.29,-0.19,-0.182,16.34
2013-10-15,98.016,97.991,98.99,97.92,82706,810435040.0,1.09,-0.01,-0.014,36.67
2013-10-16,97.996,98.069,98.145,97.955,69197,678322144.0,0.19,0.08,0.078,30.68
2013-10-17,98.077,97.873,98.08,97.736,66614,652232016.0,0.35,-0.2,-0.196,29.53
2013-10-18,97.873,97.884,97.988,97.805,114404,1119832080.0,0.19,0.01,0.011,50.72
2013-10-21,97.878,97.854,97.935,97.82,76921,752750544.0,0.12,-0.03,-0.03,34.1
2013-10-22,97.791,97.809,97.85,97.734,70319,687771824.0,0.12,-0.05,-0.045,31.17
2013-10-23,97.802,97.85,97.887,97.781,69208,677150704.0,0.11,0.04,0.041,30.68
2013-10-24,97.8,97.687,97.875,97.654,90267,882483104.0,0.23,-0.17,-0.163,40.02
2013-10-25,97.67,97.592,97.729,97.563,85836,838198272.0,0.17,-0.1,-0.095,38.05
2013-10-28,97.768,97.577,97.768,97.402,91371,892552544.0,0.38,-0.02,-0.015,40.51
2013-10-29,97.688,97.489,97.775,97.447,79247,773706848.0,0.34,-0.09,-0.088,35.13
2013-10-30,97.496,97.438,97.571,97.389,137011,1335530976.0,0.19,-0.05,-0.051,60.74
2013-10-31,97.515,97.737,97.798,97.471,160061,1562840432.0,0.34,0.31,0.299,70.96
2013-11-01,97.74,97.817,97.931,97.74,102552,1003583360.0,0.2,0.08,0.08,45.47
2013-11-04,97.828,97.702,97.966,97.542,65791,642882624.0,0.43,-0.12,-0.115,29.17
2013-11-05,97.723,97.575,97.768,97.41,78855,769153584.0,0.37,-0.13,-0.127,34.96
2013-11-06,97.581,97.298,97.608,97.202,117606,1145676272.0,0.42,-0.28,-0.277,52.14
2013-11-07,97.299,96.819,97.32,96.655,33890,328683632.0,0.68,-0.49,-0.479,15.02
2013-11-08,96.733,96.436,96.92,96.321,27325,263683049.0,0.62,-0.4,-0.383,12.11
2013-11-11,96.15,96.0,96.438,95.811,38264,367179696.0,0.65,-0.45,-0.436,16.96
2013-11-12,96.02,96.213,96.782,96.0,42080,405918464.0,0.81,0.22,0.213,18.66
2013-11-13,96.213,95.791,96.4,95.714,47306,454238256.0,0.71,-0.44,-0.422,20.97
2013-11-14,95.801,96.156,96.288,95.77,55151,529743392.0,0.54,0.38,0.365,24.45
2013-11-15,96.256,95.784,96.282,95.608,43483,416671824.0,0.7,-0.39,-0.372,19.28
2013-11-18,95.785,95.614,95.829,95.587,55314,529529968.0,0.25,-0.18,-0.17,24.52
2013-11-19,95.693,95.9,96.01,95.615,58837,564274832.0,0.41,0.3,0.286,26.08
2013-11-20,95.946,95.98,96.195,95.805,75477,724878688.0,0.41,0.08,0.08,33.46
2013-11-21,96.08,96.17,96.28,96.0,94057,904595392.0,0.29,0.2,0.19,41.7
2013-11-22,96.183,96.523,96.65,96.183,92940,897205024.0,0.49,0.37,0.353,41.2
2013-11-25,96.555,96.442,96.674,96.401,92810,895166880.0,0.28,-0.08,-0.081,41.15
2013-11-26,96.59,96.4,96.623,96.263,191173,1843786912.0,0.37,-0.04,-0.042,84.75
2013-11-27,96.44,96.611,96.715,96.43,162909,1572704624.0,0.3,0.22,0.211,72.22
2013-11-28,96.6,96.614,96.76,96.5,193557,1871128976.0,0.27,0.0,0.003,85.81
2013-11-29,96.644,96.617,96.915,96.614,174655,1691111840.0,0.31,0.0,0.003,77.43
2013-12-02,96.62,95.93,96.688,95.11,147101,1418869472.0,1.63,-0.71,-0.687,65.22
2013-12-03,95.99,96.286,96.319,95.82,132170,1271160672.0,0.52,0.37,0.356,58.6
2013-12-04,96.4,96.378,96.845,96.25,199899,1929602352.0,0.62,0.1,0.092,88.62
2013-12-05,96.33,96.471,96.71,96.33,145502,1405504672.0,0.39,0.1,0.093,64.51
2013-12-06,96.568,96.424,96.609,96.4,136217,1315051760.0,0.22,-0.05,-0.047,60.39
2013-12-09,96.433,96.208,96.53,96.122,64263,618687312.0,0.42,-0.22,-0.216,28.49
2013-12-10,96.155,95.971,96.175,95.951,79052,759175872.0,0.23,-0.25,-0.237,35.05
2013-12-11,95.84,95.965,96.165,95.84,58720,564106816.0,0.34,-0.01,-0.006,26.03
2013-12-12,96.0,96.215,96.38,95.96,60445,581080368.0,0.44,0.26,0.25,26.8
2013-12-13,96.23,96.247,96.5,96.181,83875,809108752.0,0.33,0.03,0.032,37.18
2013-12-16,96.468,96.151,96.479,96.105,61493,591532336.0,0.39,-0.1,-0.096,27.26
2013-12-17,96.288,96.107,96.3,96.094,81481,783632928.0,0.21,-0.05,-0.044,36.12
2013-12-18,96.151,96.024,96.165,95.95,91914,883111344.0,0.22,-0.09,-0.083,40.75
2013-12-19,95.997,95.876,96.076,95.865,67238,645013232.0,0.22,-0.15,-0.148,29.81
2013-12-20,95.925,95.9,96.029,95.881,54079,518914576.0,0.15,0.03,0.024,23.98
2013-12-23,95.923,96.017,96.133,95.816,67034,643934896.0,0.33,0.12,0.117,29.72
2013-12-24,96.058,95.993,96.44,95.963,52545,505980512.0,0.5,-0.02,-0.024,23.3
2013-12-25,96.005,96.089,96.21,96.005,59598,573184544.0,0.21,0.1,0.096,26.42
2013-12-26,96.14,96.147,96.349,96.052,24859,239114687.0,0.31,0.06,0.058,11.02
2013-12-27,96.155,96.043,96.29,96.011,37522,360842688.0,0.29,-0.11,-0.104,16.63
2013-12-30,96.035,96.053,96.359,96.035,58882,566469376.0,0.34,0.01,0.01,26.1
2013-12-31,96.06,96.278,96.302,96.021,28074,269933904.0,0.29,0.23,0.225,12.45
2014-01-02,96.213,96.106,96.31,96.04,8231,79131897.0,0.28,-0.18,-0.172,3.65
2014-01-03,96.098,95.851,96.13,95.83,3866,37080696.0,0.31,-0.27,-0.255,1.71
2014-01-06,95.89,95.663,95.9,95.639,2548,24404105.0,0.27,-0.2,-0.188,1.13
2014-01-07,95.689,95.833,95.9,95.689,1908,18283404.0,0.22,0.18,0.17,0.85
2014-01-08,95.705,96.096,96.117,95.702,3087,29640527.0,0.43,0.27,0.263,1.37
2014-01-09,96.1,96.001,96.24,96.001,2755,26480788.0,0.25,-0.1,-0.095,1.22
2014-01-10,96.119,96.067,96.12,96.011,9261,88985350.0,0.11,0.07,0.066,4.11
2014-01-13,96.399,96.18,96.83,96.051,6263,60225624.0,0.81,0.12,0.113,2.78
2014-01-14,96.192,96.099,96.192,96.058,5814,55911999.0,0.14,-0.08,-0.081,2.58
2014-01-15,96.081,96.174,96.178,96.001,6646,63868024.0,0.18,0.08,0.075,2.95
2014-01-16,96.449,96.172,96.53,96.068,9780,94138924.0,0.48,0.0,-0.002,4.34
2014-01-17,96.171,96.03,96.198,96.0,9015,86666566.0,0.21,-0.15,-0.142,4.0
2014-01-20,96.169,95.979,96.169,95.916,13715,131628182.0,0.26,-0.05,-0.051,6.08
2014-01-21,96.1,96.328,96.4,96.0,12265,118149231.0,0.42,0.36,0.349,5.44
2014-01-22,96.42,96.62,96.735,96.333,11272,108928761.0,0.42,0.3,0.292,5.0
2014-01-23,96.62,96.694,96.82,96.62,21733,210231705.0,0.21,0.08,0.074,9.63
2014-01-24,96.694,96.626,96.694,96.551,11093,107238751.0,0.15,-0.07,-0.068,4.92
2014-01-27,96.626,97.045,97.06,96.301,21443,207815982.0,0.79,0.43,0.419,9.51
2014-01-28,97.0,97.001,97.05,96.868,15232,147776443.0,0.19,-0.05,-0.044,6.75
2014-01-29,97.001,96.965,97.05,96.009,7523,72976261.0,1.07,-0.04,-0.036,3.34
2014-01-30,96.836,97.0,97.06,96.836,5409,52471223.0,0.23,0.04,0.035,2.4
2014-02-07,97.0,97.061,97.159,96.928,6096,59159092.0,0.24,0.06,0.061,2.7
2014-02-10,97.065,97.07,97.2,97.061,14455,140392786.0,0.14,0.01,0.009,6.41
2014-02-11,97.07,97.122,97.15,96.3,11937,115794674.0,0.88,0.05,0.052,5.29
2014-02-12,97.139,97.123,97.193,97.121,14477,140641069.0,0.07,0.0,0.001,6.42
2014-02-13,97.15,97.17,97.18,96.904,18481,179525943.0,0.28,0.05,0.047,8.19
2014-02-14,97.17,97.31,97.31,97.17,19657,191110717.0,0.14,0.14,0.14,8.71
2014-02-17,97.31,97.275,97.313,97.21,26795,260704542.0,0.11,-0.04,-0.035,11.88
2014-02-18,97.286,97.32,97.57,97.204,32327,314343040.0,0.38,0.05,0.045,14.33
2014-02-19,97.27,97.567,97.605,97.251,14604,142374386.0,0.36,0.25,0.247,6.47
2014-02-20,97.569,97.5,97.6,97.408,15546,151632962.0,0.2,-0.07,-0.067,6.89
2014-02-21,97.5,97.361,97.55,97.33,14560,141900156.0,0.23,-0.14,-0.139,6.45
2014-02-24,97.333,97.525,97.59,97.333,21002,204827748.0,0.26,0.17,0.164,9.31
2014-02-25,97.525,97.733,97.736,97.525,36752,358846544.0,0.22,0.21,0.208,16.29
2014-02-26,97.766,97.733,97.982,97.666,30022,293883440.0,0.32,0.0,0.0,13.31
2014-02-27,97.798,97.969,98.07,97.798,30648,300419232.0,0.28,0.24,0.236,13.59
2014-02-28,97.98,97.933,98.07,97.9,26197,256714626.0,0.17,-0.04,-0.036,11.61
2014-03-03,97.9,97.861,98.004,97.808,23784,232956859.0,0.2,-0.07,-0.072,10.54
2014-03-04,97.822,97.5,97.946,97.416,11815,115349469.0,0.54,-0.37,-0.361,5.24
2014-03-05,97.45,97.449,97.779,97.425,22840,222911307.0,0.36,-0.05,-0.051,10.13
2014-03-06,97.49,97.523,97.61,97.366,19734,192549776.0,0.25,0.08,0.074,8.75
2014-03-07,97.25,97.47,97.7,97.25,11064,107922087.0,0.46,-0.05,-0.053,4.9
2014-03-10,97.5,97.466,97.533,97.391,22083,215186173.0,0.15,0.0,-0.004,9.79
2014-03-11,87.777,97.535,97.6,87.777,13428,130974870.0,10.08,0.07,0.069,5.95
2014-03-12,97.615,97.542,97.67,97.5,32680,318782416.0,0.17,0.01,0.007,14.49
2014-03-13,97.59,97.81,97.812,97.407,13292,129583638.0,0.42,0.27,0.268,5.89
2014-03-14,97.61,97.851,98.1,97.61,9256,90726822.0,0.5,0.04,0.041,4.1
2014-03-17,97.859,97.952,98.095,97.859,16786,164442755.0,0.24,0.1,0.101,7.44
2014-03-18,97.936,97.764,97.99,97.748,17509,171349170.0,0.25,-0.19,-0.188,7.76
2014-03-19,97.8,97.688,97.871,97.67,23416,228839298.0,0.21,-0.08,-0.076,10.38
2014-03-20,97.61,97.638,97.742,97.6,25722,251158661.0,0.15,-0.05,-0.05,11.4
2014-03-21,97.689,97.849,97.983,97.589,20677,202245606.0,0.4,0.22,0.211,9.17
2014-03-24,97.65,97.857,97.919,97.65,26381,258100908.0,0.27,0.01,0.008,11.7
2014-03-25,97.917,97.804,97.917,97.746,31554,308611888.0,0.17,-0.05,-0.053,13.99
2014-03-26,97.805,97.799,97.867,97.758,23224,227167747.0,0.11,-0.01,-0.005,10.3
2014-03-27,97.758,97.774,97.802,97.702,33288,325389808.0,0.1,-0.03,-0.025,14.76
2014-03-28,97.6,97.612,97.795,97.583,23518,229736155.0,0.22,-0.17,-0.162,10.43
2014-03-31,97.639,97.559,97.661,97.51,24530,239379977.0,0.15,-0.05,-0.053,10.87
2014-04-01,97.501,97.508,97.588,97.002,19594,191124456.0,0.6,-0.05,-0.051,8.69
2014-04-02,97.46,97.422,97.625,97.396,17842,174015087.0,0.23,-0.09,-0.086,7.91
2014-04-03,97.416,97.419,97.512,97.333,19295,187985218.0,0.18,0.0,-0.003,8.55
2014-04-04,97.011,97.322,97.473,97.011,21207,206440755.0,0.47,-0.1,-0.097,9.4
2014-04-08,97.0,97.397,97.398,97.0,18453,179593004.0,0.41,0.08,0.075,8.18
2014-04-09,97.35,97.489,97.53,97.35,23612,230140115.0,0.18,0.09,0.092,10.47
2014-04-10,97.301,97.597,97.709,97.301,24047,234568115.0,0.42,0.11,0.108,10.66
2014-04-11,97.6,97.854,97.918,97.6,13751,134519987.0,0.33,0.26,0.257,6.1
2014-04-14,97.795,97.951,98.062,97.795,18106,177372382.0,0.27,0.1,0.097,8.03
2014-04-15,97.9,98.276,98.47,97.9,20354,200001841.0,0.58,0.33,0.325,9.02
2014-04-16,98.247,97.966,98.343,97.951,22903,224936651.0,0.4,-0.32,-0.31,10.15
2014-04-17,98.298,98.529,98.8,98.2,14534,142995247.0,0.61,0.57,0.563,6.44
2014-04-18,98.508,98.552,98.88,98.468,21666,213910512.0,0.42,0.02,0.023,9.61
2014-04-21,98.65,98.682,98.86,98.501,20425,201632230.0,0.36,0.13,0.13,9.06
2014-04-22,98.605,98.286,98.75,98.011,23490,231536261.0,0.75,-0.4,-0.396,10.41
2014-04-23,98.3,98.351,98.547,98.095,26738,262752215.0,0.46,0.07,0.065,11.85
2014-04-24,98.199,98.019,98.36,97.939,17357,170492145.0,0.43,-0.34,-0.332,7.7
2014-04-25,98.293,98.309,98.456,98.006,28848,283407312.0,0.46,0.3,0.29,12.79
2014-04-28,98.15,98.168,98.569,98.02,16648,163407505.0,0.56,-0.14,-0.141,7.38
2014-04-29,98.158,98.285,98.699,98.103,19369,190305427.0,0.61,0.12,0.117,8.59
2014-04-30,98.21,98.622,98.68,98.21,17829,175668017.0,0.48,0.34,0.337,7.9
2014-05-05,98.58,98.756,98.835,98.58,21253,209915275.0,0.26,0.14,0.134,9.42
2014-05-06,98.8,98.843,98.958,98.779,26563,262734548.0,0.18,0.09,0.087,11.78
2014-05-07,98.843,98.7,98.971,98.68,32350,319839712.0,0.29,-0.14,-0.143,14.34
2014-05-08,98.718,98.856,98.896,98.628,29667,293002192.0,0.27,0.16,0.156,13.15
2014-05-09,98.856,99.212,99.33,98.856,38124,378238224.0,0.48,0.36,0.356,16.9
2014-05-12,99.25,99.12,99.287,98.8,45822,454161872.0,0.49,-0.09,-0.092,20.31
2014-05-13,99.15,99.087,99.28,99.073,58093,576078240.0,0.21,-0.03,-0.033,25.75
2014-05-14,99.09,98.96,99.239,98.707,34213,338439152.0,0.54,-0.13,-0.127,15.17
2014-05-15,99.0,99.045,99.119,98.846,42225,418200000.0,0.28,0.09,0.085,18.72
2014-05-16,98.951,99.052,99.15,98.951,38319,379614832.0,0.2,0.01,0.007,16.99
2014-05-19,99.058,98.988,99.153,98.944,67096,664934432.0,0.21,-0.06,-0.064,29.75
2014-05-20,98.902,99.003,99.09,98.902,62495,618751328.0,0.19,0.02,0.015,27.71
2014-05-21,99.001,98.95,99.13,98.912,66375,657437328.0,0.22,-0.05,-0.053,29.43
2014-05-22,98.67,99.074,99.188,98.67,55576,550644960.0,0.52,0.13,0.124,24.64
2014-05-23,99.081,99.144,99.21,99.026,62869,623017136.0,0.19,0.07,0.07,27.87
2014-05-26,99.115,99.268,99.551,99.115,64008,635151264.0,0.44,0.13,0.124,28.38
2014-05-27,99.284,99.547,99.65,99.284,52472,522095504.0,0.37,0.28,0.279,23.26
