净值日期,单位净值,日增长率
2023-02-06,1.5297,-1.3
2023-02-07,1.5257,-0.26
2023-02-08,1.5272,0.1
2023-02-09,1.5311,0.26
2023-02-10,1.5244,-0.44
2023-02-13,1.5287,0.28
2023-02-14,1.526,-0.18
2023-02-15,1.5238,-0.14
2023-02-16,1.5221,-0.11
2023-02-17,1.5199,-0.14
2023-02-20,1.5264,0.43
2023-02-21,1.5218,-0.3
2023-02-22,1.5294,0.5
2023-02-23,1.5251,-0.28
2023-02-24,1.5294,0.28
2023-02-27,1.5259,-0.23
2023-02-28,1.5248,-0.07
2023-03-01,1.5321,0.48
2023-03-02,1.5305,-0.1
2023-03-03,1.5374,0.45
2023-03-06,1.552,0.95
2023-03-07,1.5506,-0.09
2023-03-08,1.5339,-1.08
2023-03-09,1.5345,0.04
2023-03-10,1.5429,0.55
2023-03-13,1.5564,0.87
2023-03-14,1.5764,1.29
2023-03-15,1.5752,-0.08
2023-03-16,1.5893,0.9
2023-03-17,1.5967,0.47
2023-03-20,1.6557,3.7
2023-03-21,1.631,-1.49
2023-03-22,1.6051,-1.59
2023-03-23,1.6191,0.87
2023-03-24,1.6245,0.33
2023-03-27,1.6163,-0.5
2023-03-28,1.6102,-0.38
2023-03-29,1.6148,0.29
2023-03-30,1.6154,0.04
2023-03-31,1.628,0.78
2023-04-03,1.6096,-1.13
2023-04-04,1.624,0.89
2023-04-06,1.6504,1.63
2023-04-07,1.6476,-0.17
2023-04-10,1.6345,-0.8
2023-04-11,1.6409,0.39
2023-04-12,1.6527,0.72
2023-04-13,1.6545,0.11
2023-04-14,1.6604,0.36
2023-04-17,1.6455,-0.9
2023-04-18,1.639,-0.4
2023-04-19,1.6387,-0.02
2023-04-20,1.6405,0.11
2023-04-21,1.6349,-0.34
2023-04-24,1.6314,-0.21
2023-04-25,1.645,0.83
2023-04-26,1.6472,0.13
2023-04-27,1.6501,0.18
2023-04-28,1.6378,-0.75
2023-05-04,1.6726,2.12
2023-05-05,1.6803,0.46
2023-05-08,1.6629,-1.04
2023-05-09,1.6662,0.2
2023-05-10,1.6715,0.32
2023-05-11,1.6726,0.07
2023-05-12,1.6637,-0.53
2023-05-15,1.6695,0.35
2023-05-16,1.6654,-0.25
2023-05-17,1.6588,-0.4
2023-05-18,1.656,-0.17
2023-05-19,1.6495,-0.39
2023-05-22,1.6556,0.37
2023-05-23,1.6471,-0.51
2023-05-24,1.6574,0.63
2023-05-25,1.6527,-0.28
2023-05-26,1.644,-0.53
2023-05-29,1.6414,-0.16
2023-05-30,1.6386,-0.17
2023-05-31,1.6599,1.3
2023-06-01,1.6591,-0.05
2023-06-02,1.6658,0.4
2023-06-05,1.6482,-1.06
2023-06-06,1.6577,0.58
2023-06-07,1.659,0.08
2023-06-08,1.6527,-0.38
2023-06-09,1.6644,0.71
2023-06-12,1.6664,0.12
2023-06-13,1.6726,0.37
2023-06-14,1.6621,-0.63
2023-06-15,1.6482,-0.84
2023-06-16,1.6613,0.79
2023-06-19,1.6624,0.07
2023-06-20,1.6652,0.17
2023-06-21,1.6606,-0.28
2023-06-26,1.6581,-0.15
2023-06-27,1.6581,0.0
2023-06-28,1.6491,-0.54
2023-06-29,1.6502,0.07
2023-06-30,1.655,0.29
2023-07-03,1.6589,0.24
2023-07-04,1.6607,0.11
2023-07-05,1.6633,0.16
2023-07-06,1.6623,-0.06
2023-07-07,1.66,-0.14
2023-07-10,1.6653,0.32
2023-07-11,1.6616,-0.22
2023-07-12,1.6651,0.21
2023-07-13,1.678,0.77
2023-07-14,1.6698,-0.49
2023-07-17,1.6755,0.34
2023-07-18,1.6832,0.46
2023-07-19,1.7043,1.25
2023-07-20,1.7005,-0.22
2023-07-21,1.691,-0.56
2023-07-24,1.6917,0.04
2023-07-25,1.681,-0.63
2023-07-26,1.6892,0.49
2023-07-27,1.6926,0.2
2023-07-28,1.6811,-0.68
2023-07-31,1.68,-0.07
2023-08-01,1.6842,0.25
2023-08-02,1.685,0.05
2023-08-03,1.6775,-0.45
2023-08-04,1.6749,-0.15
2023-08-07,1.6782,0.2
2023-08-08,1.678,-0.01
2023-08-09,1.6785,0.03
2023-08-10,1.6733,-0.31
2023-08-11,1.6792,0.35
2023-08-14,1.6818,0.15
2023-08-15,1.682,0.01
2023-08-16,1.6849,0.17
2023-08-17,1.6845,-0.02
2023-08-18,1.6823,-0.13
2023-08-21,1.6883,0.36
2023-08-22,1.688,-0.02
2023-08-23,1.6899,0.11
2023-08-24,1.695,0.3
2023-08-25,1.6925,-0.15
2023-08-28,1.6928,0.02
2023-08-29,1.6972,0.26
2023-08-30,1.703,0.34
2023-08-31,1.7108,0.46
2023-09-01,1.7094,-0.08
2023-09-04,1.7157,0.37
2023-09-05,1.717,0.08
2023-09-06,1.7111,-0.34
2023-09-07,1.7118,0.04
2023-09-08,1.7237,0.7
2023-09-11,1.7253,0.09
2023-09-12,1.7297,0.26
2023-09-13,1.7327,0.17
2023-09-14,1.7483,0.9
2023-09-15,1.7325,-0.9
2023-09-18,1.7291,-0.2
2023-09-19,1.7363,0.42
2023-09-20,1.7397,0.2
2023-09-21,1.7425,0.16
2023-09-22,1.7383,-0.24
2023-09-25,1.7521,0.79
2023-09-26,1.7463,-0.33
2023-09-27,1.7066,-2.27
2023-09-28,1.6493,-3.36
2023-10-09,1.6174,-1.93
2023-10-10,1.6592,2.58
2023-10-11,1.6611,0.11
2023-10-12,1.6638,0.16
2023-10-13,1.674,0.61
2023-10-16,1.6972,1.39
2023-10-17,1.7053,0.48
2023-10-18,1.7177,0.73
2023-10-19,1.7285,0.63
2023-10-20,1.7495,1.21
2023-10-23,1.7414,-0.46
2023-10-24,1.744,0.15
2023-10-25,1.7357,-0.48
2023-10-26,1.747,0.65
2023-10-27,1.7528,0.33
2023-10-30,1.7573,0.26
2023-10-31,1.7572,-0.01
2023-11-01,1.752,-0.3
2023-11-02,1.7551,0.18
2023-11-03,1.7574,0.13
2023-11-06,1.7493,-0.46
2023-11-07,1.7374,-0.68
2023-11-08,1.7335,-0.22
2023-11-09,1.7233,-0.59
2023-11-10,1.7296,0.37
2023-11-13,1.7275,-0.12
2023-11-14,1.734,0.38
2023-11-15,1.7373,0.19
2023-11-16,1.7348,-0.14
2023-11-17,1.7378,0.17
2023-11-20,1.7189,-1.09
2023-11-21,1.7195,0.03
2023-11-22,1.7158,-0.22
2023-11-23,1.7131,-0.16
2023-11-24,1.713,-0.01
2023-11-27,1.7305,1.02
2023-11-28,1.7361,0.32
2023-11-29,1.7469,0.62
2023-11-30,1.7464,-0.03
2023-12-01,1.7473,0.05
2023-12-04,1.77,1.3
2023-12-05,1.746,-1.36
2023-12-06,1.7447,-0.07
2023-12-07,1.7476,0.17
2023-12-08,1.7465,-0.06
2023-12-11,1.7293,-0.98
2023-12-12,1.7232,-0.35
2023-12-13,1.7172,-0.35
2023-12-14,1.7489,1.85
2023-12-15,1.746,-0.17
2023-12-18,1.7451,-0.05
2023-12-19,1.7459,0.05
2023-12-20,1.7552,0.53
2023-12-21,1.7516,-0.21
2023-12-22,1.763,0.65
2023-12-25,1.7644,0.08
2023-12-26,1.7695,0.29
2023-12-27,1.7756,0.34
2023-12-28,1.7762,0.03
2023-12-29,1.7665,-0.55
2023-12-31,1.7665,0.0
2024-01-02,1.7808,0.81
2024-01-03,1.7736,-0.4
2024-01-04,1.7693,-0.24
2024-01-05,1.7681,-0.07
2024-01-08,1.7645,-0.2
2024-01-09,1.763,-0.09
2024-01-10,1.761,-0.11
2024-01-11,1.7613,0.02
2024-01-12,1.7648,0.2
2024-01-15,1.78,0.86
2024-01-16,1.7775,-0.14
2024-01-17,1.7586,-1.06
2024-01-18,1.7537,-0.28
2024-01-19,1.7658,0.69
2024-01-22,1.762,-0.22
2024-01-23,1.7622,0.01
2024-01-24,1.7604,-0.1
2024-01-25,1.7523,-0.46
2024-01-26,1.7647,0.71
2024-01-29,1.7647,0.0
2024-01-30,1.7682,0.2
2024-01-31,1.7678,-0.02
2024-02-01,1.768,0.01
2024-02-02,1.7803,0.7
2024-02-05,1.7647,-0.88
2024-02-06,1.7632,-0.09
2024-02-07,1.7677,0.26
2024-02-08,1.7697,0.11
2024-02-19,1.7652,-0.25
2024-02-20,1.7657,0.03
2024-02-21,1.7655,-0.01
2024-02-22,1.7644,-0.06
2024-02-23,1.7589,-0.31
2024-02-26,1.7687,0.56
2024-02-27,1.7712,0.14
2024-02-28,1.7671,-0.23
2024-02-29,1.7701,0.17
2024-03-01,1.7789,0.5
2024-03-04,1.7997,1.17
2024-03-05,1.8271,1.52
2024-03-06,1.8392,0.66
2024-03-07,1.8585,1.05
2024-03-08,1.8613,0.15
2024-03-11,1.8668,0.3
2024-03-12,1.8598,-0.37
2024-03-13,1.8575,-0.12
2024-03-14,1.8596,0.11
2024-03-15,1.8659,0.34
2024-03-18,1.8523,-0.73
2024-03-19,1.8553,0.16
2024-03-20,1.8592,0.21
2024-03-21,1.8942,1.88
2024-03-22,1.8812,-0.69
2024-03-25,1.8814,0.01
2024-03-26,1.886,0.24
2024-03-27,1.8979,0.63
2024-03-28,1.9078,0.52
2024-03-29,1.939,1.64
2024-04-01,1.9602,1.09
2024-04-02,1.9601,-0.01
2024-04-03,1.9737,0.69
2024-04-08,2.0314,2.92
2024-04-09,2.0365,0.25
2024-04-10,2.0444,0.39
2024-04-11,2.0315,-0.63
2024-04-12,2.077,2.24
2024-04-15,2.0498,-1.31
2024-04-16,2.0614,0.57
2024-04-17,2.0679,0.32
2024-04-18,2.0635,-0.21
2024-04-19,2.0718,0.4
2024-04-22,2.0396,-1.55
2024-04-23,1.9935,-2.26
2024-04-24,2.01,0.83
2024-04-25,2.0091,-0.04
2024-04-26,2.0262,0.85
2024-04-29,2.0128,-0.66
2024-04-30,2.0012,-0.58
2024-05-06,1.9939,-0.36
2024-05-07,1.9972,0.17
2024-05-08,1.9945,-0.14
2024-05-09,1.9918,-0.14
2024-05-10,2.0377,2.3
2024-05-13,2.0272,-0.52
2024-05-14,2.0187,-0.42
2024-05-15,2.0375,0.93
2024-05-16,2.0537,0.8
2024-05-17,2.0573,0.18
2024-05-20,2.1026,2.2
2024-05-21,2.0857,-0.8
2024-05-22,2.0843,-0.07
2024-05-23,2.0409,-2.08
2024-05-24,2.0209,-0.98
2024-05-27,2.0219,0.05
2024-05-28,2.026,0.2
2024-05-29,2.0366,0.52
2024-05-30,2.0216,-0.74
2024-05-31,2.0283,0.33
2024-06-03,2.0125,-0.78
2024-06-04,2.028,0.77
2024-06-05,2.0161,-0.59
2024-06-06,2.0491,1.64
2024-06-07,2.0513,0.11
2024-06-11,1.9922,-2.88
2024-06-12,1.9996,0.37
2024-06-13,2.0008,0.06
2024-06-14,2.0003,-0.02
2024-06-17,2.0049,0.23
2024-06-18,2.0057,0.04
2024-06-19,2.0142,0.42
2024-06-20,2.0296,0.76
2024-06-21,2.0371,0.37
2024-06-24,2.014,-1.13
2024-06-25,2.0127,-0.06
2024-06-26,2.0,-0.63
2024-06-27,1.9911,-0.44
2024-06-28,2.0128,1.09
2024-06-30,2.0128,0.0
2024-07-01,2.0107,-0.1
2024-07-02,2.0119,0.06
2024-07-03,2.0281,0.81
2024-07-04,2.0372,0.45
2024-07-05,2.0426,0.27
2024-07-08,2.0478,0.25
2024-07-09,2.0355,-0.6
2024-07-10,2.0524,0.83
2024-07-11,2.0563,0.19
2024-07-12,2.0625,0.3
2024-07-15,2.0639,0.07
2024-07-16,2.089,1.22
2024-07-17,2.1132,1.16
2024-07-18,2.1136,0.02
2024-07-19,2.0582,-2.62
2024-07-22,2.0618,0.17
2024-07-23,2.0503,-0.56
2024-07-24,2.0724,1.08
2024-07-25,2.0231,-2.38
2024-07-26,2.0323,0.45
2024-07-29,2.0449,0.62
2024-07-30,2.0443,-0.03
2024-07-31,2.0611,0.82
2024-08-01,2.0805,0.94
2024-08-02,2.0896,0.44
2024-08-05,2.0512,-1.84
2024-08-06,2.0274,-1.16
2024-08-07,2.0294,0.1
2024-08-08,2.0312,0.09
2024-08-09,2.052,1.02
2024-08-12,2.0632,0.55
2024-08-13,2.0774,0.69
2024-08-14,2.073,-0.21
2024-08-15,2.0689,-0.2
2024-08-16,2.0709,0.1
2024-08-19,2.0931,1.07
2024-08-20,2.0948,0.08
2024-08-21,2.1015,0.32
2024-08-22,2.0955,-0.29
2024-08-23,2.0903,-0.25
2024-08-26,2.1022,0.57
2024-08-27,2.0994,-0.13
2024-08-28,2.0971,-0.11
2024-08-29,2.1025,0.26
2024-08-30,2.0973,-0.25
2024-09-02,2.087,-0.49
2024-09-03,2.0897,0.13
2024-09-04,2.0758,-0.67
2024-09-05,2.0904,0.7
2024-09-06,2.0946,0.2
2024-09-09,2.0851,-0.45
2024-09-10,2.094,0.43
2024-09-11,2.1049,0.52
2024-09-12,2.1022,-0.13
2024-09-13,2.1294,1.29
2024-09-18,2.1279,-0.07
2024-09-19,2.1312,0.16
2024-09-20,2.1498,0.87
2024-09-23,2.1644,0.68
2024-09-24,2.164,-0.02
2024-09-25,2.1765,0.58
2024-09-26,2.1817,0.24
2024-09-27,2.1818,0.0
2024-09-30,2.174,-0.36
2024-10-08,2.168,-0.28
2024-10-09,2.1493,-0.86
2024-10-10,2.1568,0.35
2024-10-11,2.1805,1.1
2024-10-14,2.1936,0.6
2024-10-15,2.2019,0.38
2024-10-16,2.2254,1.07
2024-10-17,2.2354,0.45
2024-10-18,2.25,0.65
2024-10-21,2.2742,1.08
2024-10-22,2.2778,0.16
2024-10-23,2.2901,0.54
2024-10-24,2.2709,-0.84
2024-10-25,2.2659,-0.22
2024-10-28,2.2768,0.48
2024-10-29,2.2941,0.76
2024-10-30,2.3198,1.12
2024-10-31,2.3108,-0.39
2024-11-01,2.2876,-1.0
2024-11-04,2.2725,-0.66
2024-11-05,2.2732,0.03
2024-11-06,2.2772,0.18
2024-11-07,2.2234,-2.36
2024-11-08,2.2358,0.56
2024-11-11,2.2375,0.08
2024-11-12,2.1993,-1.71
2024-11-13,2.1995,0.01
2024-11-14,2.1558,-1.99
2024-11-15,2.1586,0.13
2024-11-18,2.1837,1.16
2024-11-19,2.2145,1.41
2024-11-20,2.2177,0.14
2024-11-21,2.2467,1.31
2024-11-22,2.2735,1.19
2024-11-25,2.2481,-1.12
2024-11-26,2.2133,-1.55
2024-11-27,2.2368,1.06
2024-11-28,2.2295,-0.33
2024-11-29,2.241,0.52
2024-12-02,2.2345,-0.29
2024-12-03,2.2477,0.59
2024-12-04,2.2449,-0.12
2024-12-05,2.2454,0.02
2024-12-06,2.2379,-0.33
2024-12-09,2.2493,0.51
2024-12-10,2.2582,0.4
2024-12-11,2.2767,0.82
2024-12-12,2.2913,0.64
2024-12-13,2.2686,-0.99
2024-12-16,2.2531,-0.68
2024-12-17,2.2528,-0.01
2024-12-18,2.2465,-0.28
2024-12-19,2.2386,-0.35
2024-12-20,2.2294,-0.41
2024-12-23,2.2528,1.05
2024-12-24,2.2457,-0.32
2024-12-25,2.2474,0.08
2024-12-26,2.2519,0.2
2024-12-27,2.2536,0.08
2024-12-30,2.246,-0.34
2024-12-31,2.2399,-0.27
2025-01-02,2.2657,1.15
2025-01-03,2.2834,0.78
2025-01-06,2.2744,-0.39
2025-01-07,2.2761,0.07
2025-01-08,2.2882,0.53
2025-01-09,2.2955,0.32
2025-01-10,2.3082,0.55
2025-01-13,2.3193,0.48
2025-01-14,2.3032,-0.69
2025-01-15,2.3105,0.32
2025-01-16,2.3201,0.42
2025-01-17,2.3226,0.11
2025-01-20,2.3212,-0.06
2025-01-21,2.3265,0.23
2025-01-22,2.3429,0.7
2025-01-23,2.345,0.09
2025-01-24,2.3502,0.22
2025-01-27,2.3419,-0.35
2025-02-05,2.4291,3.72
2025-02-06,2.4279,-0.05
2025-02-07,2.433,0.21
2025-02-10,2.4699,1.52
2025-02-11,2.485,0.61
2025-02-12,2.4727,-0.49
2025-02-13,2.4851,0.5
2025-02-14,2.4951,0.4
2025-02-17,2.4593,-1.43
2025-02-18,2.4815,0.9
2025-02-19,2.4968,0.62
2025-02-20,2.5048,0.32
2025-02-21,2.4849,-0.79
2025-02-24,2.4916,0.27
2025-02-25,2.4908,-0.03
2025-02-26,2.4697,-0.85
2025-02-27,2.4594,-0.42
2025-02-28,2.4387,-0.84
2025-03-03,2.4413,0.11
2025-03-04,2.4705,1.2
2025-03-05,2.477,0.26
2025-03-06,2.4706,-0.26
2025-03-07,2.4694,-0.05
2025-03-10,2.4782,0.36
2025-03-11,2.4597,-0.75
2025-03-12,2.4692,0.39
2025-03-13,2.485,0.64
2025-03-14,2.5177,1.32
2025-03-17,2.5274,0.39
2025-03-18,2.5465,0.76
2025-03-19,2.5712,0.97
2025-03-20,2.5765,0.21
2025-03-21,2.5675,-0.35
2025-03-24,2.5647,-0.11
2025-03-25,2.5599,-0.19
2025-03-26,2.5713,0.45
2025-03-27,2.5766,0.21
2025-03-28,2.6179,1.6
2025-03-31,2.652,1.3
2025-04-01,2.6699,0.67
2025-04-02,2.6592,-0.4
2025-04-03,2.6813,0.83
2025-04-07,2.5933,-3.28
2025-04-08,2.605,0.45
2025-04-09,2.6446,1.52
2025-04-10,2.6888,1.67
2025-04-11,2.7436,2.04
2025-04-14,2.7631,0.71
2025-04-15,2.7645,0.05
2025-04-16,2.8312,2.41
2025-04-17,2.8481,0.6
2025-04-18,2.8553,0.25
2025-04-21,2.9099,1.91
2025-04-22,2.9831,2.52
2025-04-23,2.865,-3.96
2025-04-24,2.8768,0.41
2025-04-25,2.8533,-0.82
2025-04-28,2.8265,-0.94
2025-04-29,2.8343,0.28
2025-04-30,2.8343,0.0
2025-05-06,2.8784,1.56
2025-05-07,2.9006,0.77
2025-05-08,2.8596,-1.41
2025-05-09,2.853,-0.23
2025-05-12,2.7604,-3.25
2025-05-13,2.7745,0.51
2025-05-14,2.7554,-0.69
2025-05-15,2.6721,-3.02
2025-05-16,2.7129,1.53
2025-05-19,2.7412,1.04
2025-05-20,2.7382,-0.11
2025-05-21,2.8106,2.64
2025-05-22,2.8278,0.61
2025-05-23,2.8197,-0.29
2025-05-26,2.8124,-0.26
2025-05-27,2.7937,-0.66
2025-05-28,2.7955,0.06
2025-05-29,2.7712,-0.87
2025-05-30,2.7921,0.75
2025-06-03,2.8285,1.3
2025-06-04,2.8311,0.09
2025-06-05,2.8375,0.23
2025-06-06,2.8326,-0.17
2025-06-09,2.8045,-0.99
2025-06-10,2.8058,0.05
2025-06-11,2.8137,0.28
2025-06-12,2.835,0.76
2025-06-13,2.8773,1.49
2025-06-16,2.8643,-0.45
2025-06-17,2.845,-0.67
2025-06-18,2.84,-0.18
2025-06-19,2.8244,-0.55
2025-06-20,2.8235,-0.03
2025-06-23,2.8257,0.08
2025-06-24,2.794,-1.12
2025-06-25,2.8013,0.26
2025-06-26,2.809,0.27
2025-06-27,2.7728,-1.29
2025-06-30,2.7752,0.09
2025-07-01,2.8056,1.1
2025-07-02,2.7993,-0.22
2025-07-03,2.8183,0.68
2025-07-04,2.8029,-0.55
2025-07-07,2.7878,-0.54
2025-07-08,2.8012,0.48
2025-07-09,2.772,-1.04
2025-07-10,2.7943,0.8
2025-07-11,2.7944,0.0
2025-07-14,2.8217,0.98
2025-07-15,2.8169,-0.17
2025-07-16,2.8039,-0.46
2025-07-17,2.799,-0.17
2025-07-18,2.8074,0.3
2025-07-21,2.8214,0.5
2025-07-22,2.8329,0.41
2025-07-23,2.8623,1.04
2025-07-24,2.8148,-1.66
2025-07-25,2.8097,-0.18
2025-07-28,2.8007,-0.32
2025-07-29,2.7861,-0.52
2025-07-30,2.7933,0.26
2025-07-31,2.7846,-0.31
2025-08-01,2.7845,0.0
2025-08-04,2.8159,1.13
2025-08-05,2.83,0.5
2025-08-06,2.8276,-0.08
2025-08-07,2.8375,0.35
2025-08-08,2.8417,0.15
2025-08-11,2.8145,-0.96
2025-08-12,2.8063,-0.29
2025-08-13,2.8112,0.17
2025-08-14,2.812,0.03
2025-08-15,2.8059,-0.22
2025-08-18,2.8092,0.12
2025-08-19,2.8041,-0.18
2025-08-20,2.7938,-0.37
2025-08-21,2.8004,0.24
2025-08-22,2.7997,-0.02
2025-08-25,2.814,0.51
2025-08-26,2.8186,0.16
2025-08-27,2.8223,0.13
2025-08-28,2.8286,0.22
2025-08-29,2.8352,0.23
2025-09-01,2.8821,1.65
2025-09-02,2.9023,0.7
2025-09-03,2.9348,1.12
2025-09-04,2.936,0.04
2025-09-05,2.944,0.27
2025-09-08,2.9782,1.16
2025-09-09,3.017,1.3
2025-09-10,3.0095,-0.25
2025-09-11,2.9985,-0.37
2025-09-12,3.0119,0.45
2025-09-15,3.0041,-0.26
2025-09-16,3.041,1.23
2025-09-17,3.0177,-0.77
2025-09-18,2.9913,-0.87
2025-09-19,2.9981,0.23
2025-09-22,3.0438,1.52
2025-09-23,3.0841,1.32
2025-09-24,3.1056,0.7
2025-09-25,3.0884,-0.55
2025-09-26,3.0928,0.14
2025-09-29,3.1273,1.12
2025-09-30,3.1597,1.04
2025-10-09,3.3017,4.49
2025-10-10,3.2548,-1.42
2025-10-13,3.3547,3.07
2025-10-14,3.4054,1.51
2025-10-15,3.4668,1.8
2025-10-16,3.4994,0.94
2025-10-17,3.5979,2.81
2025-10-20,3.5234,-2.07
2025-10-21,3.5694,1.31
2025-10-22,3.4308,-3.88
2025-10-23,3.4028,-0.82
2025-10-24,3.3853,-0.51
2025-10-27,3.3671,-0.54
2025-10-28,3.2439,-3.66
2025-10-29,3.2994,1.71
2025-10-30,3.2788,-0.62
2025-10-31,3.3305,1.58
2025-11-03,3.3252,-0.16
2025-11-04,3.3128,-0.37
2025-11-05,3.2895,-0.7
2025-11-06,3.3177,0.86
2025-11-07,3.3186,0.03
2025-11-10,3.3778,1.78
2025-11-11,3.4222,1.31
2025-11-12,3.4153,-0.2
2025-11-13,3.4656,1.47
2025-11-14,3.428,-1.08
2025-11-17,3.3661,-1.81
2025-11-18,3.3152,-1.51
2025-11-19,3.3796,1.94
2025-11-20,3.3618,-0.53
2025-11-21,3.3419,-0.59
2025-11-24,3.3465,0.14
2025-11-25,3.4022,1.66
2025-11-26,3.4016,-0.02
2025-11-27,3.4107,0.27
2025-11-28,3.4261,0.45
2025-12-01,3.463,1.08
2025-12-02,3.4506,-0.36
2025-12-03,3.4336,-0.49
2025-12-04,3.4304,-0.09
2025-12-05,3.4552,0.72
2025-12-08,3.447,-0.24
2025-12-09,3.4223,-0.72
2025-12-10,3.4357,0.39
2025-12-11,3.4414,0.17
2025-12-12,3.4829,1.21
2025-12-15,3.5285,1.31
2025-12-16,3.4863,-1.2
2025-12-17,3.5137,0.79
2025-12-18,3.5237,0.28
2025-12-19,3.5233,-0.01
2025-12-22,3.5839,1.72
2025-12-23,3.6361,1.46
2025-12-24,3.6397,0.1
2025-12-25,3.622,-0.49
2025-12-26,3.6372,0.42
2025-12-29,3.6265,-0.29
2025-12-30,3.5463,-2.21
2025-12-31,3.5213,-0.7
2026-01-05,3.5868,1.86
2026-01-06,3.6206,0.94
2026-01-07,3.6095,-0.31
2026-01-08,3.5965,-0.36
2026-01-09,3.6219,0.71
2026-01-12,3.6947,2.01
2026-01-13,3.7006,0.16
2026-01-14,3.7463,1.23
2026-01-15,3.7333,-0.35
2026-01-16,3.7276,-0.15
2026-01-19,3.7734,1.23
2026-01-20,3.8113,1.0
2026-01-21,3.9227,2.92
2026-01-22,3.9099,-0.33
2026-01-23,4.0034,2.39
2026-01-26,4.1242,3.02
2026-01-27,4.1244,0.0
2026-01-28,4.2625,3.35
2026-01-29,4.4715,4.9
2026-01-30,4.2087,-5.88
2026-02-02,3.724,-11.52
2026-02-03,3.9693,6.59
2026-02-04,4.1228,3.87
2026-02-05,4.0031,-2.9
2026-02-06,3.9589,-1.1
2026-02-09,4.0415,2.09
2026-02-10,4.0445,0.07
2026-02-11,4.0667,0.55
2026-02-12,4.0653,-0.03
2026-02-13,4.0149,-1.24
2026-02-24,4.1529,3.44
2026-02-25,4.1454,-0.18
2026-02-26,4.1412,-0.1
2026-02-27,4.1358,-0.13
2026-03-02,4.3344,4.8
2026-03-03,4.2781,-1.3
2026-03-04,4.1727,-2.46
