净值日期,单位净值,日增长率
2021-03-03,1.0875,2.17
2021-03-04,1.079,-0.78
2021-03-05,1.073,-0.56
2021-03-08,1.0632,-0.91
2021-03-09,1.0543,-0.84
2021-03-10,1.0493,-0.47
2021-03-11,1.0725,2.21
2021-03-12,1.081,0.79
2021-03-15,1.0826,0.15
2021-03-16,1.0891,0.6
2021-03-17,1.0845,-0.42
2021-03-18,1.0883,0.35
2021-03-19,1.0779,-0.96
2021-03-22,1.0923,1.34
2021-03-23,1.0781,-1.3
2021-03-24,1.0623,-1.47
2021-03-25,1.0592,-0.29
2021-03-26,1.0721,1.22
2021-03-29,1.0835,1.06
2021-03-30,1.0825,-0.09
2021-03-31,1.08,-0.23
2021-04-01,1.0876,0.7
2021-04-02,1.0832,-0.4
2021-04-06,1.0883,0.47
2021-04-07,1.0969,0.79
2021-04-08,1.0949,-0.18
2021-04-09,1.0949,0.0
2021-04-12,1.0893,-0.51
2021-04-13,1.0808,-0.78
2021-04-14,1.0884,0.7
2021-04-15,1.0891,0.06
2021-04-16,1.1024,1.22
2021-04-19,1.1094,0.63
2021-04-20,1.1084,-0.09
2021-04-21,1.108,-0.04
2021-04-22,1.112,0.36
2021-04-23,1.1091,-0.26
2021-04-26,1.1022,-0.62
2021-04-27,1.1018,-0.04
2021-04-28,1.108,0.56
2021-04-29,1.114,0.54
2021-04-30,1.1093,-0.42
2021-05-06,1.1244,1.36
2021-05-07,1.1266,0.2
2021-05-10,1.1357,0.81
2021-05-11,1.1258,-0.87
2021-05-12,1.1355,0.86
2021-05-13,1.1236,-1.05
2021-05-14,1.1308,0.64
2021-05-17,1.1297,-0.1
2021-05-18,1.1357,0.53
2021-05-19,1.1356,-0.01
2021-05-20,1.1208,-1.3
2021-05-21,1.1253,0.4
2021-05-24,1.1322,0.61
2021-05-25,1.1457,1.19
2021-05-26,1.1536,0.69
2021-05-27,1.1588,0.45
2021-05-28,1.1616,0.24
2021-05-31,1.1714,0.84
2021-06-01,1.1791,0.66
2021-06-02,1.1738,-0.45
2021-06-03,1.1728,-0.09
2021-06-04,1.1696,-0.27
2021-06-07,1.1678,-0.15
2021-06-08,1.1621,-0.49
2021-06-09,1.1659,0.33
2021-06-10,1.1695,0.31
2021-06-11,1.1665,-0.26
2021-06-15,1.1579,-0.74
2021-06-16,1.1444,-1.17
2021-06-17,1.1445,0.01
2021-06-18,1.1444,-0.01
2021-06-21,1.1504,0.52
2021-06-22,1.1637,1.16
2021-06-23,1.1798,1.38
2021-06-24,1.1785,-0.11
2021-06-25,1.1838,0.45
2021-06-28,1.1747,-0.77
2021-06-29,1.1739,-0.07
2021-06-30,1.1778,0.33
2021-07-01,1.1734,-0.37
2021-07-02,1.1658,-0.65
2021-07-05,1.1682,0.21
2021-07-06,1.1675,-0.06
2021-07-07,1.1702,0.23
2021-07-08,1.1518,-1.57
2021-07-09,1.163,0.97
2021-07-12,1.1718,0.76
2021-07-13,1.1803,0.73
2021-07-14,1.174,-0.53
2021-07-15,1.1806,0.56
2021-07-16,1.1833,0.23
2021-07-19,1.1806,-0.23
2021-07-20,1.1777,-0.25
2021-07-21,1.178,0.03
2021-07-22,1.1914,1.14
2021-07-23,1.1767,-1.23
2021-07-26,1.1551,-1.84
2021-07-27,1.124,-2.69
2021-07-28,1.1124,-1.03
2021-07-29,1.1241,1.05
2021-07-30,1.1375,1.19
2021-08-02,1.1406,0.27
2021-08-03,1.128,-1.1
2021-08-04,1.1446,1.47
2021-08-05,1.1384,-0.54
2021-08-06,1.1439,0.48
2021-08-09,1.1587,1.29
2021-08-10,1.1612,0.22
2021-08-11,1.1788,1.52
2021-08-12,1.1931,1.21
2021-08-13,1.1945,0.12
2021-08-16,1.1957,0.1
2021-08-17,1.1749,-1.74
2021-08-18,1.1824,0.64
2021-08-19,1.1762,-0.52
2021-08-20,1.1776,0.12
2021-08-23,1.1905,1.1
2021-08-24,1.2001,0.81
2021-08-25,1.2136,1.12
2021-08-26,1.218,0.36
2021-08-27,1.2259,0.65
2021-08-30,1.2325,0.54
2021-08-31,1.2572,2.0
2021-09-01,1.252,-0.41
2021-09-02,1.2713,1.54
2021-09-03,1.2681,-0.25
2021-09-06,1.2791,0.87
2021-09-07,1.3036,1.92
2021-09-08,1.3138,0.78
2021-09-09,1.3368,1.75
2021-09-10,1.3203,-1.23
2021-09-13,1.3428,1.7
2021-09-14,1.3211,-1.62
2021-09-15,1.3248,0.28
2021-09-16,1.306,-1.42
2021-09-17,1.2841,-1.68
2021-09-22,1.3016,1.36
2021-09-23,1.303,0.11
2021-09-24,1.2656,-2.87
2021-09-27,1.2325,-2.62
2021-09-28,1.2511,1.51
2021-09-29,1.2136,-3.0
2021-09-30,1.2323,1.54
2021-10-08,1.2319,-0.03
2021-10-11,1.2384,0.53
2021-10-12,1.219,-1.57
2021-10-13,1.2108,-0.67
2021-10-14,1.2066,-0.35
2021-10-15,1.2104,0.31
2021-10-18,1.227,1.37
2021-10-19,1.1877,0.63
2021-10-20,1.177,-0.9
2021-10-21,1.1848,0.66
2021-10-22,1.1656,-1.62
2021-10-25,1.1667,0.09
2021-10-26,1.1616,-0.44
2021-10-27,1.145,-1.43
2021-10-28,1.1203,-2.16
2021-10-29,1.1253,0.45
2021-11-01,1.131,0.51
2021-11-02,1.1095,-1.9
2021-11-03,1.123,1.22
2021-11-04,1.1235,0.04
2021-11-05,1.108,-1.38
2021-11-08,1.1141,0.55
2021-11-09,1.1195,0.48
2021-11-10,1.1185,-0.09
2021-11-11,1.1338,1.37
2021-11-12,1.1268,-0.62
2021-11-15,1.1286,0.16
2021-11-16,1.1228,-0.51
2021-11-17,1.1315,0.77
2021-11-18,1.1308,-0.06
2021-11-19,1.1457,1.32
2021-11-22,1.1473,0.14
2021-11-23,1.1534,0.53
2021-11-24,1.1594,0.52
2021-11-25,1.1548,-0.4
2021-11-26,1.147,-0.68
2021-11-29,1.1403,-0.58
2021-11-30,1.1433,0.26
2021-12-01,1.156,1.11
2021-12-02,1.1583,0.2
2021-12-03,1.1661,0.67
2021-12-06,1.1541,-1.03
2021-12-07,1.1599,0.5
2021-12-08,1.1615,0.14
2021-12-09,1.1633,0.15
2021-12-10,1.1523,-0.95
2021-12-13,1.1517,-0.05
2021-12-14,1.1407,-0.96
2021-12-15,1.1451,0.39
2021-12-16,1.1609,1.38
2021-12-17,1.154,-0.59
2021-12-20,1.1444,-0.83
2021-12-21,1.166,1.89
2021-12-22,1.1621,-0.33
2021-12-23,1.1664,0.37
2021-12-24,1.1601,-0.54
2021-12-27,1.1665,0.55
2021-12-28,1.1611,-0.46
2021-12-29,1.1576,-0.3
2021-12-30,1.1605,0.25
2021-12-31,1.1712,0.92
2022-01-04,1.1844,1.13
2022-01-05,1.1812,-0.27
2022-01-06,1.1862,0.42
2022-01-07,1.1892,0.25
2022-01-10,1.2,0.91
2022-01-11,1.205,0.42
2022-01-12,1.1999,-0.42
2022-01-13,1.1965,-0.28
2022-01-14,1.1763,-1.69
2022-01-17,1.1794,0.26
2022-01-18,1.1902,0.92
2022-01-19,1.1975,0.61
2022-01-20,1.1933,-0.35
2022-01-21,1.1852,-0.68
2022-01-24,1.1801,-0.43
2022-01-25,1.142,-3.23
2022-01-26,1.149,0.61
2022-01-27,1.1344,-1.27
2022-01-28,1.1294,-0.44
2022-02-07,1.1569,2.43
2022-02-08,1.1809,2.07
2022-02-09,1.186,0.43
2022-02-10,1.1981,1.02
2022-02-11,1.1958,-0.19
2022-02-14,1.1786,-1.44
2022-02-15,1.1741,-0.38
2022-02-16,1.184,0.84
2022-02-17,1.1791,-0.41
2022-02-18,1.2,1.77
2022-02-21,1.2072,0.6
2022-02-22,1.1977,-0.79
2022-02-23,1.1949,-0.23
2022-02-24,1.1732,-1.82
2022-02-25,1.1729,-0.03
2022-02-28,1.1737,0.07
2022-03-01,1.1831,0.8
2022-03-02,1.1904,0.62
2022-03-03,1.2023,1.0
2022-03-04,1.1968,-0.46
2022-03-07,1.1849,-0.99
2022-03-08,1.1467,-3.22
2022-03-09,1.1329,-1.2
2022-03-10,1.146,1.16
2022-03-11,1.153,0.61
2022-03-14,1.1296,-2.03
2022-03-15,1.0643,-5.78
2022-03-16,1.0883,2.26
2022-03-17,1.1062,1.64
2022-03-18,1.1333,2.45
2022-03-21,1.1378,0.4
2022-03-22,1.156,1.6
2022-03-23,1.1589,0.25
2022-03-24,1.1553,-0.31
2022-03-25,1.1544,-0.08
2022-03-28,1.1676,1.14
2022-03-29,1.1656,-0.17
2022-03-30,1.1796,1.2
2022-03-31,1.1921,1.06
2022-04-01,1.2035,0.96
2022-04-06,1.2222,1.55
2022-04-07,1.2003,-1.79
2022-04-08,1.2118,0.96
2022-04-11,1.1865,-2.09
2022-04-12,1.1838,-0.23
2022-04-13,1.1815,-0.19
2022-04-14,1.2079,2.23
2022-04-15,1.2012,-0.55
2022-04-18,1.1862,-1.25
2022-04-19,1.1992,1.1
2022-04-20,1.1665,-2.73
2022-04-21,1.1413,-2.16
2022-04-22,1.1551,1.21
2022-04-25,1.0979,-4.95
2022-04-26,1.0785,-1.77
2022-04-27,1.0901,1.08
2022-04-28,1.1009,0.99
2022-04-29,1.1278,2.44
2022-05-05,1.1345,0.59
2022-05-06,1.1081,-2.33
2022-05-09,1.111,0.26
2022-05-10,1.1116,0.05
2022-05-11,1.1107,-0.08
2022-05-12,1.1083,-0.22
2022-05-13,1.1349,2.4
2022-05-16,1.1459,0.97
2022-05-17,1.1388,-0.62
2022-05-18,1.1316,-0.63
2022-05-19,1.1363,0.42
2022-05-20,1.1477,1.0
2022-05-23,1.1507,0.26
2022-05-24,1.1228,-2.42
2022-05-25,1.1402,1.55
2022-05-26,1.1535,1.17
2022-05-27,1.1527,-0.07
2022-05-30,1.1529,0.02
2022-05-31,1.1536,0.06
2022-06-01,1.1592,0.49
2022-06-02,1.1513,-0.68
2022-06-06,1.1555,0.36
2022-06-07,1.1599,0.38
2022-06-08,1.1693,0.81
2022-06-09,1.164,-0.45
2022-06-10,1.1739,0.85
2022-06-13,1.1602,-1.17
2022-06-14,1.1756,1.33
2022-06-15,1.1754,-0.02
2022-06-16,1.16,-1.31
2022-06-17,1.1603,0.03
2022-06-20,1.1557,-0.4
2022-06-21,1.1575,0.16
2022-06-22,1.1433,-1.23
2022-06-23,1.1583,1.31
2022-06-24,1.1578,-0.04
2022-06-27,1.1678,0.86
2022-06-28,1.1776,0.84
2022-06-29,1.1742,-0.29
2022-06-30,1.1788,0.39
2022-07-01,1.1831,0.36
2022-07-04,1.187,0.33
2022-07-05,1.1886,0.13
2022-07-06,1.1675,-1.78
2022-07-07,1.1759,0.72
2022-07-08,1.1774,0.13
2022-07-11,1.1637,-1.16
2022-07-12,1.1657,0.17
2022-07-13,1.1674,0.15
2022-07-14,1.1554,-1.03
2022-07-15,1.1333,-1.91
2022-07-18,1.1598,2.34
2022-07-19,1.164,0.36
2022-07-20,1.1677,0.32
2022-07-21,1.1532,-1.24
2022-07-22,1.1484,-0.42
2022-07-25,1.1474,-0.09
2022-07-26,1.1633,1.39
2022-07-27,1.1642,0.08
2022-07-28,1.1701,0.51
2022-07-29,1.1613,-0.75
2022-08-01,1.1649,0.31
2022-08-02,1.134,-2.65
2022-08-03,1.1201,-1.23
2022-08-04,1.126,0.53
2022-08-05,1.1342,0.73
2022-08-08,1.1511,1.49
2022-08-09,1.1534,0.2
2022-08-10,1.1487,-0.41
2022-08-11,1.1624,1.19
2022-08-12,1.1699,0.65
2022-08-15,1.1727,0.24
2022-08-16,1.1788,0.52
2022-08-17,1.1822,0.29
2022-08-18,1.1729,-0.79
2022-08-19,1.1813,0.72
2022-08-22,1.1913,0.85
2022-08-23,1.1967,0.45
2022-08-24,1.1764,-1.7
2022-08-25,1.1966,1.72
2022-08-26,1.1918,-0.4
2022-08-29,1.2005,0.73
2022-08-30,1.1938,-0.56
2022-08-31,1.1825,-0.95
2022-09-01,1.1898,0.62
2022-09-02,1.1892,-0.05
2022-09-05,1.206,1.41
2022-09-06,1.2251,1.58
2022-09-07,1.2218,-0.27
2022-09-08,1.2176,-0.34
2022-09-09,1.2297,0.99
2022-09-13,1.2219,-0.63
2022-09-14,1.2124,-0.78
2022-09-15,1.2103,-0.17
2022-09-16,1.1751,-2.91
2022-09-19,1.1756,0.04
2022-09-20,1.1767,0.09
2022-09-21,1.1855,0.75
2022-09-22,1.1843,-0.1
2022-09-23,1.1725,-1.0
2022-09-26,1.1527,-1.69
2022-09-27,1.1655,1.11
2022-09-28,1.152,-1.16
2022-09-29,1.1469,-0.44
2022-09-30,1.1531,0.54
2022-10-10,1.1501,-0.26
2022-10-11,1.1502,0.01
2022-10-12,1.1654,1.32
2022-10-13,1.1555,-0.85
2022-10-14,1.168,1.08
2022-10-17,1.1682,0.02
2022-10-18,1.1293,0.09
2022-10-19,1.1209,-0.74
2022-10-20,1.1113,-0.86
2022-10-21,1.1162,0.44
2022-10-24,1.0937,-2.02
2022-10-25,1.0896,-0.37
2022-10-26,1.0872,-0.22
2022-10-27,1.0897,0.23
2022-10-28,1.0626,-2.49
2022-10-31,1.0483,-1.35
2022-11-01,1.0613,1.24
2022-11-02,1.0738,1.18
2022-11-03,1.0684,-0.5
2022-11-04,1.0892,1.95
2022-11-07,1.0967,0.69
2022-11-08,1.0978,0.1
2022-11-09,1.0989,0.1
2022-11-10,1.0986,-0.03
2022-11-11,1.1216,2.09
2022-11-14,1.1247,0.28
2022-11-15,1.1351,0.92
2022-11-16,1.1312,-0.34
2022-11-17,1.127,-0.37
2022-11-18,1.1199,-0.63
2022-11-21,1.1205,0.05
2022-11-22,1.1217,0.11
2022-11-23,1.1241,0.21
2022-11-24,1.1317,0.68
2022-11-25,1.1449,1.17
2022-11-28,1.1402,-0.41
2022-11-29,1.1709,2.69
2022-11-30,1.1688,-0.18
2022-12-01,1.163,-0.5
2022-12-02,1.1595,-0.3
2022-12-05,1.1755,1.38
2022-12-06,1.1701,-0.46
2022-12-07,1.1638,-0.54
2022-12-08,1.1666,0.24
2022-12-09,1.1634,-0.27
2022-12-12,1.1471,-1.4
2022-12-13,1.1521,0.44
2022-12-14,1.148,-0.36
2022-12-15,1.1371,-0.95
2022-12-16,1.1483,0.98
2022-12-19,1.1262,-1.92
2022-12-20,1.1153,-0.97
2022-12-21,1.1158,0.04
2022-12-22,1.1085,-0.65
2022-12-23,1.1073,-0.11
2022-12-26,1.1047,-0.23
2022-12-27,1.1157,1.0
2022-12-28,1.1174,0.15
2022-12-29,1.108,-0.84
2022-12-30,1.1151,0.64
2022-12-31,1.1151,0.0
2023-01-03,1.1218,0.6
2023-01-04,1.1301,0.74
2023-01-05,1.1331,0.27
2023-01-06,1.1308,-0.2
2023-01-09,1.1302,-0.05
2023-01-10,1.124,-0.55
2023-01-11,1.1297,0.51
2023-01-12,1.1256,-0.36
2023-01-13,1.1347,0.81
2023-01-16,1.1388,0.36
2023-01-17,1.1372,-0.14
2023-01-18,1.1384,0.11
2023-01-19,1.1427,0.38
2023-01-20,1.1533,0.93
2023-01-30,1.1493,-0.35
2023-01-31,1.1517,0.21
2023-02-01,1.155,0.29
2023-02-02,1.1568,0.16
2023-02-03,1.1473,-0.82
2023-02-06,1.1411,-0.54
2023-02-07,1.1469,0.51
2023-02-08,1.1421,-0.42
2023-02-09,1.1505,0.74
2023-02-10,1.1509,0.03
2023-02-13,1.1547,0.33
2023-02-14,1.1603,0.48
2023-02-15,1.1535,-0.59
2023-02-16,1.1443,-0.8
2023-02-17,1.1455,0.1
2023-02-20,1.1697,2.11
2023-02-21,1.1821,1.06
2023-02-22,1.1827,0.05
2023-02-23,1.1843,0.14
2023-02-24,1.1797,-0.39
2023-02-27,1.1786,-0.09
2023-02-28,1.1835,0.42
2023-03-01,1.191,0.63
2023-03-02,1.196,0.42
2023-03-03,1.2008,0.4
2023-03-06,1.1956,-0.43
2023-03-07,1.1889,-0.56
2023-03-08,1.188,-0.08
2023-03-09,1.1845,-0.29
2023-03-10,1.1649,-1.65
2023-03-13,1.178,1.12
2023-03-14,1.1688,-0.78
2023-03-15,1.182,1.13
2023-03-16,1.1718,-0.86
2023-03-17,1.1783,0.55
2023-03-20,1.173,-0.45
2023-03-21,1.1729,-0.01
2023-03-22,1.178,0.43
2023-03-23,1.1788,0.07
2023-03-24,1.1697,-0.77
2023-03-27,1.1609,-0.75
2023-03-28,1.1612,0.03
2023-03-29,1.1581,-0.27
2023-03-30,1.1649,0.59
2023-03-31,1.1686,0.32
2023-04-03,1.1736,0.43
2023-04-04,1.1776,0.34
2023-04-06,1.1707,-0.59
2023-04-07,1.1749,0.36
2023-04-10,1.1759,0.09
2023-04-11,1.183,0.6
2023-04-12,1.1941,0.94
2023-04-13,1.1942,0.01
2023-04-14,1.1929,-0.11
2023-04-17,1.2083,1.29
2023-04-18,1.2124,0.34
2023-04-19,1.2115,-0.07
2023-04-20,1.2134,0.16
2023-04-21,1.1998,-1.12
2023-04-24,1.1988,-0.08
2023-04-25,1.2024,0.3
2023-04-26,1.2053,0.24
2023-04-27,1.2083,0.25
2023-04-28,1.2209,1.04
2023-05-04,1.2438,1.88
2023-05-05,1.2468,0.24
2023-05-08,1.2725,2.06
2023-05-09,1.2642,-0.65
2023-05-10,1.2423,-1.73
2023-05-11,1.2418,-0.04
2023-05-12,1.2348,-0.56
2023-05-15,1.2347,-0.01
2023-05-16,1.2265,-0.66
2023-05-17,1.2212,-0.43
2023-05-18,1.227,0.47
2023-05-19,1.2131,-1.13
2023-05-22,1.2129,-0.02
2023-05-23,1.1986,-1.18
2023-05-24,1.1826,-1.33
2023-05-25,1.1775,-0.43
2023-05-26,1.1871,0.82
2023-05-29,1.1961,0.76
2023-05-30,1.1958,-0.03
2023-05-31,1.1869,-0.74
2023-06-01,1.1831,-0.32
2023-06-02,1.19,0.58
2023-06-05,1.1959,0.5
2023-06-06,1.1877,-0.69
2023-06-07,1.1963,0.72
2023-06-08,1.2081,0.99
2023-06-09,1.2062,-0.16
2023-06-12,1.2001,-0.51
2023-06-13,1.1981,-0.17
2023-06-14,1.1933,-0.4
2023-06-15,1.1958,0.21
2023-06-16,1.1927,-0.26
2023-06-19,1.1795,-1.11
2023-06-20,1.1713,-0.7
2023-06-21,1.1631,-0.7
2023-06-26,1.1494,-1.18
2023-06-27,1.1693,1.73
2023-06-28,1.1765,0.62
2023-06-29,1.1741,-0.2
2023-06-30,1.1781,0.34
2023-07-03,1.1897,0.98
2023-07-04,1.1843,-0.45
2023-07-05,1.1829,-0.12
2023-07-06,1.1784,-0.38
2023-07-07,1.1827,0.36
2023-07-10,1.1873,0.39
2023-07-11,1.1895,0.19
2023-07-12,1.1838,-0.48
2023-07-13,1.1958,1.01
2023-07-14,1.1976,0.15
2023-07-17,1.1916,-0.5
2023-07-18,1.1916,0.0
2023-07-19,1.1976,0.5
2023-07-20,1.1937,-0.33
2023-07-21,1.1945,0.07
2023-07-24,1.1949,0.03
2023-07-25,1.2136,1.56
2023-07-26,1.216,0.2
2023-07-27,1.2172,0.1
2023-07-28,1.2382,1.73
2023-07-31,1.2467,0.69
2023-08-01,1.2478,0.09
2023-08-02,1.237,-0.87
2023-08-03,1.2436,0.53
2023-08-04,1.2403,-0.27
2023-08-07,1.2302,-0.81
2023-08-08,1.2286,-0.13
2023-08-09,1.224,-0.37
2023-08-10,1.2287,0.38
2023-08-11,1.2109,-1.45
2023-08-14,1.2104,-0.04
2023-08-15,1.2181,0.64
2023-08-16,1.2176,-0.04
2023-08-17,1.2178,0.02
2023-08-18,1.2124,-0.44
2023-08-21,1.2005,-0.98
2023-08-22,1.2091,0.72
2023-08-23,1.2059,-0.26
2023-08-24,1.2005,-0.45
2023-08-25,1.2032,0.22
2023-08-28,1.2189,1.3
2023-08-29,1.2211,0.18
2023-08-30,1.2127,-0.69
2023-08-31,1.201,-0.96
2023-09-01,1.2125,0.96
2023-09-04,1.2302,1.46
2023-09-05,1.2215,-0.71
2023-09-06,1.2214,-0.01
2023-09-07,1.2153,-0.5
2023-09-08,1.2079,-0.61
2023-09-11,1.2164,0.7
2023-09-12,1.215,-0.12
2023-09-13,1.2181,0.26
2023-09-14,1.2297,0.95
2023-09-15,1.2278,-0.15
2023-09-18,1.2291,0.11
2023-09-19,1.2368,0.63
2023-09-20,1.2382,0.11
2023-09-21,1.2306,-0.61
2023-09-22,1.2355,0.4
2023-09-25,1.233,-0.2
2023-09-26,1.2278,-0.42
2023-09-27,1.2237,-0.33
2023-09-28,1.2239,0.02
2023-10-09,1.2198,-0.33
2023-10-10,1.2083,-0.94
2023-10-11,1.2048,-0.29
2023-10-12,1.2163,0.95
2023-10-13,1.2149,-0.12
2023-10-16,1.2171,0.18
2023-10-17,1.1633,0.18
2023-10-18,1.1531,-0.88
2023-10-19,1.1351,-1.56
2023-10-20,1.1295,-0.49
2023-10-23,1.1153,-1.26
2023-10-24,1.1229,0.68
2023-10-25,1.1318,0.79
2023-10-26,1.1367,0.43
2023-10-27,1.1411,0.39
2023-10-30,1.13,-0.97
2023-10-31,1.1319,0.17
2023-11-01,1.1302,-0.15
2023-11-02,1.1319,0.15
2023-11-03,1.1269,-0.44
2023-11-06,1.1251,-0.16
2023-11-07,1.1247,-0.04
2023-11-08,1.1233,-0.12
2023-11-09,1.1302,0.61
2023-11-10,1.1262,-0.35
2023-11-13,1.1281,0.17
2023-11-14,1.1265,-0.14
2023-11-15,1.1317,0.46
2023-11-16,1.1303,-0.12
2023-11-17,1.1275,-0.25
2023-11-20,1.1302,0.24
2023-11-21,1.1341,0.35
2023-11-22,1.1309,-0.28
2023-11-23,1.1392,0.73
2023-11-24,1.1398,0.05
2023-11-27,1.1369,-0.25
2023-11-28,1.1368,-0.01
2023-11-29,1.1294,-0.65
2023-11-30,1.1329,0.31
2023-12-01,1.1361,0.28
2023-12-04,1.1363,0.02
2023-12-05,1.1225,-1.21
2023-12-06,1.1221,-0.04
2023-12-07,1.1233,0.11
2023-12-08,1.1198,-0.31
2023-12-11,1.1321,1.1
2023-12-12,1.1401,0.71
2023-12-13,1.1313,-0.77
2023-12-14,1.1303,-0.09
2023-12-15,1.124,-0.56
2023-12-18,1.1216,-0.21
2023-12-19,1.1198,-0.16
2023-12-20,1.115,-0.43
2023-12-21,1.114,-0.09
2023-12-22,1.1117,-0.21
2023-12-25,1.1134,0.15
2023-12-26,1.1072,-0.56
2023-12-27,1.1133,0.55
2023-12-28,1.1119,-0.13
2023-12-29,1.1174,0.49
2023-12-31,1.1174,0.0
2024-01-02,1.1283,0.98
2024-01-03,1.1396,1.0
2024-01-04,1.1442,0.4
2024-01-05,1.1449,0.06
2024-01-08,1.1335,-1.0
2024-01-09,1.1395,0.53
2024-01-10,1.1335,-0.53
2024-01-11,1.1281,-0.48
2024-01-12,1.1306,0.22
2024-01-15,1.1359,0.47
2024-01-16,1.1396,0.33
2024-01-17,1.1246,-1.32
2024-01-18,1.1177,-0.61
2024-01-19,1.1115,-0.55
2024-01-22,1.0769,-3.11
2024-01-23,1.0891,1.13
2024-01-24,1.1118,2.08
2024-01-25,1.142,2.72
