净值日期,单位净值,日增长率
2024-01-26,1.1561,1.23
2024-01-29,1.1591,0.26
2024-01-30,1.146,-1.13
2024-01-31,1.1421,-0.34
2024-02-01,1.1317,-0.91
2024-02-02,1.1308,-0.08
2024-02-05,1.1298,-0.09
2024-02-06,1.155,2.23
2024-02-07,1.1765,1.86
2024-02-08,1.178,0.13
2024-02-19,1.2002,1.88
2024-02-20,1.2132,1.08
2024-02-21,1.2134,0.02
2024-02-22,1.2301,1.38
2024-02-23,1.226,-0.33
2024-02-26,1.2057,-1.66
2024-02-27,1.2117,0.5
2024-02-28,1.2009,-0.89
2024-02-29,1.214,1.09
2024-03-01,1.214,0.0
2024-03-04,1.2194,0.44
2024-03-05,1.2256,0.51
2024-03-06,1.2253,-0.02
2024-03-07,1.2309,0.46
2024-03-08,1.2372,0.51
2024-03-11,1.2285,-0.7
2024-03-12,1.2067,-1.77
2024-03-13,1.2019,-0.4
2024-03-14,1.2049,0.25
2024-03-15,1.2048,-0.01
2024-03-18,1.202,-0.23
2024-03-19,1.1979,-0.34
2024-03-20,1.2023,0.37
2024-03-21,1.2037,0.12
2024-03-22,1.1998,-0.32
2024-03-25,1.2008,0.08
2024-03-26,1.2,-0.07
2024-03-27,1.1961,-0.32
2024-03-28,1.1951,-0.08
2024-03-29,1.2068,0.98
2024-04-01,1.2101,0.27
2024-04-02,1.2144,0.36
2024-04-03,1.2256,0.92
2024-04-08,1.2238,-0.15
2024-04-09,1.2195,-0.35
2024-04-10,1.2221,0.21
2024-04-11,1.2323,0.83
2024-04-12,1.2283,-0.32
2024-04-15,1.2498,1.75
2024-04-16,1.2457,-0.33
2024-04-17,1.2669,1.7
2024-04-18,1.2718,0.39
2024-04-19,1.2755,0.29
2024-04-22,1.2511,-1.91
2024-04-23,1.2316,-1.56
2024-04-24,1.2332,0.13
2024-04-25,1.2391,0.48
2024-04-26,1.2318,-0.59
2024-04-29,1.2307,-0.09
2024-04-30,1.2328,0.17
2024-05-06,1.2444,0.94
2024-05-07,1.2448,0.03
2024-05-08,1.2463,0.12
2024-05-09,1.2546,0.67
2024-05-10,1.261,0.51
2024-05-13,1.2643,0.26
2024-05-14,1.2609,-0.27
2024-05-15,1.2601,-0.06
2024-05-16,1.2629,0.22
2024-05-17,1.2752,0.97
2024-05-20,1.2864,0.88
2024-05-21,1.2906,0.33
2024-05-22,1.2901,-0.04
2024-05-23,1.2747,-1.19
2024-05-24,1.2718,-0.23
2024-05-27,1.2891,1.36
2024-05-28,1.2834,-0.44
2024-05-29,1.286,0.2
2024-05-30,1.2762,-0.76
2024-05-31,1.2772,0.08
2024-06-03,1.2698,-0.58
2024-06-04,1.2759,0.48
2024-06-05,1.2606,-1.2
2024-06-06,1.2642,0.29
2024-06-07,1.2736,0.74
2024-06-11,1.2537,-1.56
2024-06-12,1.2675,1.1
2024-06-13,1.2547,-1.01
2024-06-14,1.2549,0.02
2024-06-17,1.2397,-1.21
2024-06-18,1.244,0.35
2024-06-19,1.2406,-0.27
2024-06-20,1.2381,-0.2
2024-06-21,1.2386,0.04
2024-06-24,1.2246,-1.13
2024-06-25,1.2283,0.3
2024-06-26,1.233,0.38
2024-06-27,1.2271,-0.48
2024-06-28,1.2337,0.54
2024-06-30,1.2337,0.0
2024-07-01,1.259,2.05
2024-07-02,1.2576,-0.11
2024-07-03,1.2482,-0.75
2024-07-04,1.2409,-0.58
2024-07-05,1.2376,-0.27
2024-07-08,1.2314,-0.5
2024-07-09,1.2445,1.06
2024-07-10,1.2233,-1.7
2024-07-11,1.227,0.3
2024-07-12,1.2258,-0.1
2024-07-15,1.2359,0.82
2024-07-16,1.2304,-0.45
2024-07-17,1.224,-0.52
2024-07-18,1.2268,0.23
2024-07-19,1.2194,-0.6
2024-07-22,1.2087,-0.88
2024-07-23,1.1945,-1.17
2024-07-24,1.1927,-0.15
2024-07-25,1.19,-0.23
2024-07-26,1.1907,0.06
2024-07-29,1.1917,0.08
2024-07-30,1.1849,-0.57
2024-07-31,1.2027,1.5
2024-08-01,1.2007,-0.17
2024-08-02,1.1978,-0.24
2024-08-05,1.1847,-1.09
2024-08-06,1.1812,-0.3
2024-08-07,1.1842,0.25
2024-08-08,1.1894,0.44
2024-08-09,1.1847,-0.4
2024-08-12,1.1909,0.52
2024-08-13,1.1926,0.14
2024-08-14,1.1879,-0.39
2024-08-15,1.1979,0.84
2024-08-16,1.198,0.01
2024-08-19,1.2075,0.79
2024-08-20,1.1944,-1.08
2024-08-21,1.1855,-0.75
2024-08-22,1.1838,-0.14
2024-08-23,1.1849,0.09
2024-08-26,1.1836,-0.11
2024-08-27,1.1835,-0.01
2024-08-28,1.1786,-0.41
2024-08-29,1.1624,-1.37
2024-08-30,1.1662,0.33
2024-09-02,1.1703,0.35
2024-09-03,1.1621,-0.7
2024-09-04,1.1606,-0.13
2024-09-05,1.1613,0.06
2024-09-06,1.1506,-0.92
2024-09-09,1.1323,-1.59
2024-09-10,1.1331,0.07
2024-09-11,1.1124,-1.83
2024-09-12,1.1154,0.27
2024-09-13,1.1113,-0.37
2024-09-18,1.1232,1.07
2024-09-19,1.1269,0.33
2024-09-20,1.1259,-0.09
2024-09-23,1.1372,1.0
2024-09-24,1.1856,4.26
2024-09-25,1.2011,1.31
2024-09-26,1.2421,3.41
2024-09-27,1.2591,1.37
2024-09-30,1.3355,6.07
2024-10-08,1.3478,0.92
2024-10-09,1.2478,-7.42
2024-10-10,1.2848,2.97
2024-10-11,1.2622,-1.76
2024-10-14,1.2935,2.48
2024-10-15,1.2665,-2.09
2024-10-16,1.2828,1.29
2024-10-17,1.2063,-1.52
2024-10-18,1.2156,0.77
2024-10-21,1.2085,-0.58
2024-10-22,1.2157,0.6
2024-10-23,1.2177,0.16
2024-10-24,1.2123,-0.44
2024-10-25,1.2135,0.1
2024-10-28,1.2249,0.94
2024-10-29,1.2072,-1.45
2024-10-30,1.1973,-0.82
2024-10-31,1.193,-0.36
2024-11-01,1.2022,0.77
2024-11-04,1.2119,0.81
2024-11-05,1.2266,1.21
2024-11-06,1.2223,-0.35
2024-11-07,1.2455,1.9
2024-11-08,1.2294,-1.29
2024-11-11,1.2212,-0.67
2024-11-12,1.2152,-0.49
2024-11-13,1.2201,0.4
2024-11-14,1.2052,-1.22
2024-11-15,1.2018,-0.28
2024-11-18,1.2204,1.55
2024-11-19,1.2214,0.08
2024-11-20,1.2249,0.29
2024-11-21,1.2239,-0.08
2024-11-22,1.1927,-2.55
2024-11-25,1.1944,0.14
2024-11-26,1.1948,0.03
2024-11-27,1.207,1.02
2024-11-28,1.2028,-0.35
2024-11-29,1.2101,0.61
2024-12-02,1.2161,0.5
2024-12-03,1.2277,0.95
2024-12-04,1.2297,0.16
2024-12-05,1.2278,-0.15
2024-12-06,1.2437,1.29
2024-12-09,1.2455,0.14
2024-12-10,1.2458,0.02
2024-12-11,1.2523,0.52
2024-12-12,1.257,0.38
2024-12-13,1.2352,-1.73
2024-12-16,1.242,0.55
2024-12-17,1.2377,-0.35
2024-12-18,1.2448,0.57
2024-12-19,1.2336,-0.9
2024-12-20,1.2239,-0.79
2024-12-23,1.2242,0.02
2024-12-24,1.2371,1.05
2024-12-25,1.2416,0.36
2024-12-26,1.2362,-0.43
2024-12-27,1.2386,0.19
2024-12-30,1.2526,1.13
2024-12-31,1.2461,-0.52
2025-01-02,1.2229,-1.86
2025-01-03,1.2133,-0.79
2025-01-06,1.2173,0.33
2025-01-07,1.2143,-0.25
2025-01-08,1.2122,-0.17
2025-01-09,1.1954,-1.39
2025-01-10,1.1783,-1.43
2025-01-13,1.1697,-0.73
2025-01-14,1.1897,1.71
2025-01-15,1.1901,0.03
2025-01-16,1.1992,0.76
2025-01-17,1.196,-0.27
2025-01-20,1.1943,-0.14
2025-01-21,1.1874,-0.58
2025-01-22,1.177,-0.88
2025-01-23,1.189,1.02
2025-01-24,1.1971,0.68
2025-01-27,1.2106,1.13
2025-02-05,1.188,-1.87
2025-02-06,1.189,0.08
2025-02-07,1.1966,0.64
2025-02-10,1.1953,-0.11
2025-02-11,1.1995,0.35
2025-02-12,1.1997,0.02
2025-02-13,1.2001,0.03
2025-02-14,1.2023,0.18
2025-02-17,1.1975,-0.4
2025-02-18,1.1937,-0.32
2025-02-19,1.1905,-0.27
2025-02-20,1.1879,-0.22
2025-02-21,1.1807,-0.61
2025-02-24,1.1816,0.08
2025-02-25,1.1742,-0.63
2025-02-26,1.1881,1.18
2025-02-27,1.2006,1.05
2025-02-28,1.1922,-0.7
2025-03-03,1.191,-0.1
2025-03-04,1.1911,0.01
2025-03-05,1.1964,0.44
2025-03-06,1.1962,-0.02
2025-03-07,1.1977,0.13
2025-03-10,1.2009,0.27
2025-03-11,1.2082,0.61
2025-03-12,1.2036,-0.38
2025-03-13,1.2116,0.66
2025-03-14,1.2203,0.72
2025-03-17,1.2244,0.34
2025-03-18,1.2225,-0.16
2025-03-19,1.2243,0.15
2025-03-20,1.221,-0.27
2025-03-21,1.2161,-0.4
2025-03-24,1.2224,0.52
2025-03-25,1.2297,0.6
2025-03-26,1.228,-0.14
2025-03-27,1.2269,-0.09
2025-03-28,1.2186,-0.68
2025-03-31,1.2125,-0.5
2025-04-01,1.2236,0.92
2025-04-02,1.2278,0.34
2025-04-03,1.2294,0.13
2025-04-07,1.152,-6.3
2025-04-08,1.1802,2.45
2025-04-09,1.1835,0.28
2025-04-10,1.1942,0.9
2025-04-11,1.189,-0.44
2025-04-14,1.1992,0.86
2025-04-15,1.2046,0.45
2025-04-16,1.2097,0.42
2025-04-17,1.2074,-0.19
2025-04-18,1.2081,0.06
2025-04-21,1.2065,-0.13
2025-04-22,1.211,0.37
2025-04-23,1.2057,-0.44
2025-04-24,1.2119,0.51
2025-04-25,1.2103,-0.13
2025-04-28,1.2102,-0.01
2025-04-29,1.2077,-0.21
2025-04-30,1.2007,-0.58
2025-05-06,1.2035,0.23
2025-05-07,1.2112,0.64
2025-05-08,1.213,0.15
2025-05-09,1.2194,0.53
2025-05-12,1.2234,0.33
2025-05-13,1.2315,0.66
2025-05-14,1.238,0.53
2025-05-15,1.234,-0.32
2025-05-16,1.2274,-0.53
2025-05-19,1.2312,0.31
2025-05-20,1.2348,0.29
2025-05-21,1.2441,0.75
2025-05-22,1.2423,-0.14
2025-05-23,1.2311,-0.9
2025-05-26,1.2233,-0.63
2025-05-27,1.2203,-0.25
2025-05-28,1.2242,0.32
2025-05-29,1.2266,0.2
2025-05-30,1.2283,0.14
2025-06-03,1.2325,0.34
2025-06-04,1.2368,0.35
2025-06-05,1.2301,-0.54
2025-06-06,1.231,0.07
2025-06-09,1.234,0.24
2025-06-10,1.2341,0.01
2025-06-11,1.2389,0.39
2025-06-12,1.2396,0.06
2025-06-13,1.2324,-0.58
2025-06-16,1.2351,0.22
2025-06-17,1.2349,-0.02
2025-06-18,1.2349,0.0
2025-06-19,1.2279,-0.57
2025-06-20,1.2317,0.31
2025-06-23,1.2359,0.34
2025-06-24,1.2397,0.31
2025-06-25,1.2473,0.61
2025-06-26,1.2482,0.07
2025-06-27,1.2435,-0.38
2025-06-30,1.2428,-0.06
2025-07-01,1.2524,0.77
2025-07-02,1.2609,0.68
2025-07-03,1.2614,0.04
2025-07-04,1.268,0.52
2025-07-07,1.2741,0.48
2025-07-08,1.2736,-0.04
2025-07-09,1.278,0.35
2025-07-10,1.287,0.7
2025-07-11,1.2802,-0.53
2025-07-14,1.2874,0.56
2025-07-15,1.274,-1.04
2025-07-16,1.2697,-0.34
2025-07-17,1.2694,-0.02
2025-07-18,1.275,0.44
2025-07-21,1.2901,1.18
2025-07-22,1.3102,1.56
2025-07-23,1.3061,-0.31
2025-07-24,1.3116,0.42
2025-07-25,1.3042,-0.56
2025-07-28,1.2916,-0.97
2025-07-29,1.2912,-0.03
2025-07-30,1.2943,0.24
2025-07-31,1.2732,-1.63
2025-08-01,1.2731,-0.01
2025-08-04,1.2787,0.44
2025-08-05,1.2919,1.03
2025-08-06,1.2994,0.58
2025-08-07,1.3015,0.16
2025-08-08,1.3022,0.05
2025-08-11,1.2968,-0.41
2025-08-12,1.3038,0.54
2025-08-13,1.2973,-0.5
2025-08-14,1.2855,-0.91
2025-08-15,1.2884,0.23
2025-08-18,1.2861,-0.18
2025-08-19,1.2849,-0.09
2025-08-20,1.294,0.71
2025-08-21,1.3005,0.5
2025-08-22,1.2987,-0.14
2025-08-25,1.3077,0.69
2025-08-26,1.3063,-0.11
2025-08-27,1.2839,-1.71
2025-08-28,1.2865,0.2
2025-08-29,1.2858,-0.05
2025-09-01,1.2828,-0.23
2025-09-02,1.2866,0.3
2025-09-03,1.2764,-0.79
2025-09-04,1.2758,-0.05
2025-09-05,1.2796,0.3
2025-09-08,1.2889,0.73
2025-09-09,1.2916,0.21
2025-09-10,1.2856,-0.46
2025-09-11,1.2908,0.4
2025-09-12,1.2846,-0.48
2025-09-15,1.2808,-0.3
2025-09-16,1.2809,0.01
2025-09-17,1.284,0.24
2025-09-18,1.2625,-1.67
2025-09-19,1.2722,0.77
2025-09-22,1.2646,-0.6
2025-09-23,1.269,0.35
2025-09-24,1.2721,0.24
2025-09-25,1.2664,-0.45
2025-09-26,1.2699,0.28
2025-09-29,1.275,0.4
2025-09-30,1.2722,-0.22
2025-10-09,1.2813,0.72
2025-10-10,1.2937,0.97
2025-10-13,1.2881,-0.43
2025-10-14,1.3018,1.06
2025-10-15,1.307,0.4
2025-10-16,1.3117,0.36
2025-10-17,1.3023,-0.72
2025-10-20,1.2591,0.68
2025-10-21,1.2595,0.03
2025-10-22,1.2607,0.1
2025-10-23,1.2701,0.75
2025-10-24,1.2639,-0.49
2025-10-27,1.2695,0.44
2025-10-28,1.2634,-0.48
2025-10-29,1.2639,0.04
2025-10-30,1.2592,-0.37
2025-10-31,1.2585,-0.06
2025-11-03,1.2693,0.86
2025-11-04,1.2738,0.35
2025-11-05,1.2789,0.4
2025-11-06,1.2838,0.38
2025-11-07,1.2854,0.12
2025-11-10,1.2946,0.72
2025-11-11,1.2921,-0.19
2025-11-12,1.2928,0.05
2025-11-13,1.2961,0.26
2025-11-14,1.289,-0.55
2025-11-17,1.2831,-0.46
2025-11-18,1.2663,-1.31
2025-11-19,1.2682,0.15
2025-11-20,1.2659,-0.18
2025-11-21,1.2449,-1.66
2025-11-24,1.2391,-0.47
2025-11-25,1.2451,0.48
2025-11-26,1.24,-0.41
2025-11-27,1.2419,0.15
2025-11-28,1.2432,0.1
2025-12-01,1.2527,0.76
2025-12-02,1.2514,-0.1
2025-12-03,1.2491,-0.18
2025-12-04,1.2451,-0.32
2025-12-05,1.2465,0.11
2025-12-08,1.2404,-0.49
2025-12-09,1.2298,-0.85
2025-12-10,1.2309,0.09
2025-12-11,1.2239,-0.57
2025-12-12,1.2209,-0.25
2025-12-15,1.226,0.42
2025-12-16,1.217,-0.73
2025-12-17,1.2206,0.3
2025-12-18,1.2299,0.76
2025-12-19,1.2319,0.16
2025-12-22,1.2266,-0.43
2025-12-23,1.2268,0.02
2025-12-24,1.2295,0.22
2025-12-25,1.2327,0.26
2025-12-26,1.2385,0.47
2025-12-29,1.2359,-0.21
2025-12-30,1.2355,-0.03
2025-12-31,1.2365,0.08
2026-01-05,1.241,0.36
2026-01-06,1.255,1.13
2026-01-07,1.2556,0.05
2026-01-08,1.2515,-0.33
2026-01-09,1.2555,0.32
2026-01-12,1.2596,0.33
2026-01-13,1.2555,-0.33
2026-01-14,1.2476,-0.63
2026-01-15,1.2453,-0.18
2026-01-16,1.2354,-0.79
2026-01-19,1.245,0.78
2026-01-20,1.2604,1.24
2026-01-21,1.2532,-0.57
2026-01-22,1.2617,0.68
2026-01-23,1.2612,-0.04
2026-01-26,1.269,0.62
2026-01-27,1.2588,-0.8
2026-01-28,1.2771,1.45
2026-01-29,1.2919,1.16
2026-01-30,1.2798,-0.94
2026-02-02,1.2421,-2.95
2026-02-03,1.2509,0.71
2026-02-04,1.2821,2.49
2026-02-05,1.2769,-0.41
2026-02-06,1.274,-0.23
2026-02-09,1.2822,0.64
2026-02-10,1.2867,0.35
2026-02-11,1.2956,0.69
2026-02-12,1.2916,-0.31
2026-02-13,1.2737,-1.39
2026-02-24,1.2919,1.43
2026-02-25,1.2984,0.5
2026-02-26,1.2949,-0.27
2026-02-27,1.3071,0.94
2026-03-02,1.3237,1.27
2026-03-03,1.3336,0.75
2026-03-04,1.314,-1.47
